model,node,betweenness
ER,273,376.86298699008364
ER,274,557.0220196002905
ER,275,536.8247970800949
ER,276,324.9645238943398
ER,277,399.938452452859
ER,278,375.13281764584406
ER,279,220.81658368349977
ER,280,395.5382860928685
ER,281,139.29861893013398
ER,282,442.9079761275362
ER,283,739.7716719472672
ER,284,100.45495608337689
ER,285,462.9379476362302
ER,286,1017.8469260042165
ER,287,251.77016567284477
ER,288,199.09270310611086
ER,289,445.9676422184887
ER,290,274.9258734053093
ER,291,666.9603835202438
ER,292,125.86104903057034
ER,293,532.7376675510801
ER,294,407.6583015734424
ER,295,207.0080604247405
ER,296,266.2896029138337
ER,297,381.34813609920457
ER,298,160.55128345587383
ER,299,778.1244995607981
ER,300,863.2660441357243
ER,301,373.7585194604701
ER,302,416.58585480540927
ER,303,428.5979415289597
ER,304,143.73281259569387
ER,305,493.0991890984043
ER,306,431.894569788946
ER,307,843.685040284051
ER,308,121.86906044085022
ER,309,149.18484033320283
ER,310,253.17650623667575
ER,311,544.532016475502
ER,312,422.4035774927615
ER,313,275.41182208027095
ER,314,464.75786748112114
ER,315,154.98889004576938
ER,316,221.8536834697468
ER,317,382.46737161818874
ER,318,440.8032622359873
ER,319,63.551362136164485
ER,320,230.8602616330843
ER,321,535.4677704856633
ER,322,391.2035084845227
ER,323,450.9683777813979
ER,324,1000.4372436090275
ER,325,365.67913148997854
ER,326,358.99968996639757
ER,327,177.9578318626855
ER,328,241.91413333877762
ER,329,948.9289454503139
ER,330,359.35669442953116
ER,331,207.0462805595306
ER,332,268.92698040075373
ER,333,457.19153806240735
ER,334,152.44329169204235
ER,335,485.8463035768217
ER,336,687.8397530578728
ER,337,170.225362884682
ER,338,451.498315769608
ER,339,272.6243892194125
ER,340,333.65096983381534
ER,341,351.20895556055206
ER,342,317.67744617315446
ER,343,87.66499006895363
ER,344,277.75038166031703
ER,345,280.17103867124234
ER,346,327.50088255344593
ER,347,494.63553685468713
ER,348,378.1787449431402
ER,349,460.29102012784267
ER,350,379.39943763081834
ER,351,200.27370711010263
ER,352,309.80407258494796
ER,353,476.08138886656957
ER,354,319.1658161612774
ER,355,457.4523657305427
ER,356,413.0797725183881
ER,357,249.97139428140778
ER,358,601.3978400754039
ER,359,248.43990179398742
ER,360,397.77831511968185
ER,361,197.46435033969018
ER,362,273.69528386173573
ER,363,96.14050562027852
ER,364,352.57353447721187
ER,365,355.5282388906703
ER,366,587.569495701041
ER,367,393.60111733458996
ER,368,291.67878605063515
ER,369,560.0746846677129
ER,370,386.6531286799737
ER,371,447.9262227293186
ER,372,244.83125493819816
ER,373,432.04425358114196
ER,374,311.1868463275854
ER,375,535.4878990976869
ER,376,100.0189429116136
ER,377,303.56564949765476
ER,378,410.1995934395022
ER,379,516.46600962359
ER,380,452.24047140168295
ER,381,530.9532736258176
ER,382,114.8837466154366
ER,383,523.3995651842372
ER,384,1183.864930700939
ER,385,1229.4651728946735
ER,386,156.0828265778695
ER,387,696.2856483597205
ER,388,491.64750958494096
ER,389,208.9166257104386
ER,390,340.2565676913423
ER,391,622.6479664982538
ER,392,527.5639341487788
ER,393,185.25609795533384
ER,394,545.4465459420658
ER,395,428.5075606012703
ER,396,555.4262662334195
ER,397,258.23968567275284
ER,398,597.4394160296941
ER,399,418.5388109153794
ER,400,303.21557540556995
ER,401,635.5147618470462
ER,402,320.49404888058945
ER,403,248.47711118840718
ER,404,883.5443122595078
ER,405,178.83738636110388
ER,406,193.61894124980878
ER,407,104.20768461264068
ER,408,743.0236386290807
ER,409,276.6723885304743
ER,410,667.354603550621
ER,411,323.5453480361128
ER,412,319.4460533144206
ER,413,803.8069621912019
ER,414,345.6149750679052
ER,415,593.0053945029618
ER,416,425.1563472454233
ER,417,129.4588964837487
ER,418,247.14344959818456
ER,419,400.2707205853609
ER,420,334.1007471766498
ER,421,722.4997136509218
ER,422,239.54948132472356
ER,423,595.7234824356148
ER,424,314.8581629753959
ER,425,482.09863748426534
ER,426,791.206344794476
ER,427,342.2440314907429
ER,428,411.8783608072924
ER,429,158.48364548744627
ER,430,729.7871861812488
ER,431,190.82936277492055
ER,432,174.82282031190613
ER,433,680.1099408958044
ER,434,418.41801702180425
ER,435,606.6104402229143
ER,436,257.9315797828744
ER,437,624.8284428476898
ER,438,297.11748212088537
ER,439,231.39022751380054
ER,440,182.84550266508504
ER,441,592.687263549854
ER,442,335.8294167410067
ER,443,346.9891563850125
ER,444,141.46164202414332
ER,445,369.11358597378455
ER,446,216.67045603430216
ER,447,409.31632971107854
ER,448,114.88264145169872
ER,449,238.62675821625447
ER,450,730.6031182435003
ER,451,349.7421892790524
ER,452,549.8972882221981
ER,453,367.3752325075939
ER,454,331.1655307854402
ER,455,181.51661982103596
ER,456,820.8380940876099
ER,457,592.4281778938916
ER,458,184.47887871580485
ER,459,447.25764116937853
ER,460,233.42144251695106
ER,461,258.33810352552774
ER,462,138.96584486190736
ER,463,363.07680588177845
ER,464,178.66534359810552
ER,465,200.4720710696835
ER,466,270.1672052175144
ER,467,245.39767125691304
ER,468,224.78829302912254
ER,469,351.5721277428774
ER,470,187.98124684960644
ER,471,137.60405958688114
ER,472,597.037758291521
ER,473,362.56153239484684
ER,474,256.6346732930084
ER,475,473.3802557500345
ER,476,249.90110089062873
ER,477,472.15486757823584
ER,478,101.06971905623897
ER,479,582.7397789650014
ER,480,312.8095849064654
ER,481,272.260460272654
ER,482,233.04200439470057
ER,483,137.2957041916768
ER,484,337.4897415957915
ER,485,214.77441010624977
ER,486,298.2491482105341
ER,487,338.5212884992141
ER,488,551.1805647177683
ER,489,439.2082991950136
ER,490,358.83390215329524
ER,491,1014.355694523542
ER,492,451.1592002655908
ER,493,472.19715571754944
ER,494,464.65643389857314
ER,495,518.9560588675273
ER,496,130.05607883745034
ER,497,627.5614367446684
ER,498,490.2703403947301
ER,499,370.80095567290067
BA,0,33914.84958579582
BA,1,8751.731563907711
BA,2,5086.896138613663
BA,3,13837.54811491401
BA,4,10783.390418898829
BA,5,823.1506753392397
BA,6,6349.759750065189
BA,7,13885.780934117503
BA,8,9445.699053917015
BA,9,642.77074402529
BA,10,1961.8639911811013
BA,11,7531.96994930965
BA,12,1851.6293511652327
BA,13,1940.4799698158413
BA,14,7996.7791730914005
BA,15,3616.231174518236
BA,16,542.04954187057
BA,17,1340.3865165430939
BA,18,816.8307748403164
BA,19,1216.4188517813702
BA,20,788.4982219115524
BA,21,3548.5139379099255
BA,22,713.0664502301573
BA,23,1062.5122514766474
BA,24,2537.879935474843
BA,25,1823.939847711829
BA,26,1063.7155130016004
BA,27,239.22442349440465
BA,28,627.4483127051719
BA,29,2355.306528336477
BA,30,1083.1256883668575
BA,31,659.6731574008181
BA,32,821.6626559428422
BA,33,1436.3903593704406
BA,34,255.74952383390567
BA,35,1633.8673129454542
BA,36,2022.0217169514995
BA,37,771.8542799931746
BA,38,598.3947763495594
BA,39,246.6010422741109
BA,40,1348.0123944971567
BA,41,121.44797735620656
BA,42,1018.3164760076169
BA,43,723.7098493247598
BA,44,2478.247612405662
BA,45,1140.9727549007619
BA,46,1097.6168463157248
BA,47,1225.2220552942856
BA,48,446.8967647277366
BA,49,822.8601621288849
BA,50,892.1456662065672
BA,51,33.531489755321175
BA,52,1562.4259750156464
BA,53,532.3794402516053
BA,54,104.82638582175964
BA,55,5128.137299895015
BA,56,115.68676036585325
BA,57,408.1572851982818
BA,58,384.5654103937476
BA,59,855.8706401018952
BA,60,1353.3537733736716
BA,61,1026.338861847611
BA,62,71.6871503280324
BA,63,374.30711730921763
BA,64,509.0294143641451
BA,65,144.08656438445828
BA,66,1409.188130201359
BA,67,356.23386411897656
BA,68,380.1703183797098
BA,69,2363.689947777025
BA,70,1738.7434096025324
BA,71,28.816290308187078
BA,72,798.303641590109
BA,73,412.9380451734577
BA,74,222.20142332849738
BA,75,768.6751384263706
BA,76,502.2902005687506
BA,77,580.604368171786
BA,78,701.2163685606553
BA,79,1139.9227957520084
BA,80,579.8781684839604
BA,81,231.5504248954806
BA,82,8.649552446850198
BA,83,205.5867420929959
BA,84,634.2585384784896
BA,85,378.27805311245254
BA,86,33.2975853190041
BA,87,749.8423741838417
BA,88,352.03250703536196
BA,89,7.0883388240586385
BA,90,703.1960948534105
BA,91,215.8946831026958
BA,92,248.35995244650056
BA,93,2962.555138847531
BA,94,1230.9428875605522
BA,95,391.9160671414814
BA,96,952.984447737282
BA,97,733.7096312861187
BA,98,371.05114350753996
BA,99,203.2995958282405
BA,100,355.7968682823121
BA,101,301.62189236617087
BA,102,75.98046570412667
BA,103,332.54142433642363
BA,104,552.1652576929469
BA,105,465.11096735442516
BA,106,615.5977447718915
BA,107,728.6148303982976
BA,108,93.13475958236195
BA,109,323.94907437601637
BA,110,371.2836106565791
BA,111,505.7211565249985
BA,112,198.76661270990806
BA,113,383.393059247959
BA,114,366.82718508911563
BA,115,188.79472980628933
BA,116,512.216726659282
BA,117,120.1344306841136
BA,118,4.990280960869196
BA,119,1095.9210348748559
BA,120,347.9047573655124
BA,121,292.96072909123717
BA,122,44.279389170304626
BA,123,14.234055284135213
BA,124,215.12333211388477
BA,125,530.0642977978684
BA,126,29.409114251388136
BA,127,381.48756689681386
BA,128,135.02850396148165
BA,129,379.17388244099936
BA,130,80.39331545304275
BA,131,699.3963486567205
BA,132,180.74661475801844
BA,133,142.08773513483777
BA,134,1001.9343635502598
BA,135,357.88868756618945
BA,136,34.81429268971812
BA,137,495.8355804924248
BA,138,849.3879317362729
BA,139,172.87013067352615
BA,140,374.6178584696533
BA,141,39.582722520327735
BA,142,81.676146228908
BA,143,369.2090874484796
BA,144,25.444054713473886
BA,145,538.875270765541
BA,146,218.7034355795425
BA,147,264.4242824132593
BA,148,217.79635311750874
BA,149,281.5113904301204
BA,150,449.78791780137215
BA,151,449.50808131402107
BA,152,281.9955431878226
BA,153,60.86162531337286
BA,154,52.217049130308865
BA,155,1243.6672386161704
BA,156,143.16597084307156
BA,157,157.30904999952156
BA,158,147.99266916837158
BA,159,429.93215457975975
BA,160,1618.617419328945
BA,161,491.2140915973304
BA,162,439.27264875649183
BA,163,1071.6933477190084
BA,164,208.42546715397398
BA,165,21.1134876955957
BA,166,104.72264649449535
BA,167,86.61119998650554
BA,168,486.4289768253582
BA,169,374.5967745021911
BA,170,429.1166741793061
BA,171,48.45353690773177
BA,172,329.0791102845485
BA,173,94.5960574060601
BA,174,105.84786503208394
BA,175,42.15197609513636
BA,176,22.415768745224845
BA,177,118.26164085535441
BA,178,494.55053018246775
BA,179,186.54756138489194
BA,180,50.34766021078279
BA,181,43.380030894535075
BA,182,87.5821582720418
BA,183,154.2362863824598
BA,184,229.14589825930247
BA,185,386.4443426961108
BA,186,36.337314680279846
BA,187,218.50968140988317
BA,188,110.93649277701981
BA,189,431.2087369061067
BA,190,626.5771608782703
BA,191,676.9756746766027
BA,192,747.1098508084443
BA,193,33.01855329625909
BA,194,220.9748974903174
BA,195,24.55690208132401
BA,196,145.2434580427911
BA,197,43.732259305595214
BA,198,569.6066545063165
BA,199,44.9022778932454
BA,200,269.3820918083628
BA,201,43.376057148219274
BA,202,94.79575841834756
BA,203,97.00558998967729
BA,204,203.1833269883477
BA,205,239.66858107780615
BA,206,98.43844624907481
BA,207,336.1085154342499
BA,208,341.07957082279285
BA,209,156.21748379700355
BA,210,85.0152794630766
BA,211,5.437405138720928
BA,212,152.46631111348762
BA,213,44.73305366605717
BA,214,55.86709046720745
BA,215,198.71620501290587
BA,216,215.78350813524486
BA,217,46.040420539499905
BA,218,102.52578486445763
BA,219,60.289403445002584
BA,220,86.76499104131268
BA,221,320.466112112014
BA,222,122.86238674702238
BA,223,257.86929886443284
BA,224,27.58291657580433
BA,225,42.42839599179283
BA,226,53.7569338530909
BA,227,140.2551207992611
BA,228,766.1242528617573
BA,229,247.89166342559986
BA,230,156.33757381910274
BA,231,46.16466100048073
BA,232,17.380694086748516
BA,233,316.2745440759888
BA,234,40.08114590119002
BA,235,190.00750173836087
BA,236,68.66373810939565
BA,237,831.0031257443821
BA,238,46.66725007299275
BA,239,872.9800558488228
BA,240,92.25361313261413
BA,241,344.3402327130224
BA,242,139.04014310840085
BA,243,133.5479650892476
BA,244,328.46515479949227
BA,245,37.372816659734184
BA,246,152.01122061009457
BA,247,94.57754678993886
BA,248,63.94183583540859
BA,249,75.84381030907177
BA,250,59.755551058843324
BA,251,472.82427269185143
BA,252,120.98228837090674
BA,253,80.98675255017616
BA,254,101.61002269809302
BA,255,297.00064941302946
BA,256,74.11587085903585
BA,257,264.68896073185357
BA,258,164.2820861387768
BA,259,76.49971392429055
BA,260,116.03857505698323
BA,261,82.88591771546183
BA,262,229.90196236576816
BA,263,81.41238496567547
BA,264,216.47709727287526
BA,265,77.18181861390876
BA,266,140.65562941424628
BA,267,27.659704489622708
BA,268,157.7972678921919
BA,269,41.44084206976643
BA,270,121.97059874885313
BA,271,70.81182478621795
BA,272,164.62193513830115
BA,273,85.24996462444187
BA,274,18.42382915997047
BA,275,37.94789075156898
BA,276,33.57005806330265
BA,277,94.61138802791208
BA,278,54.9991899115111
BA,279,53.15051039304846
BA,280,577.6704109517517
BA,281,173.2681426436676
BA,282,538.6060363098147
BA,283,25.717669258845756
BA,284,125.01612005878017
BA,285,235.04148234814787
BA,286,29.045927270722952
BA,287,65.15546298657931
BA,288,22.535738267518116
BA,289,59.110144152586514
BA,290,56.44982228615122
BA,291,259.1146095863576
BA,292,92.61523436493508
BA,293,7.655765068265067
BA,294,82.70394130263887
BA,295,283.0653634533168
BA,296,119.85624017576745
BA,297,40.95148079253308
BA,298,26.86308999308226
BA,299,65.72917224290391
BA,300,60.86476471546467
BA,301,99.55373844303732
BA,302,91.31283811840244
BA,303,620.208111575616
BA,304,135.76516956906912
BA,305,349.25778925899124
BA,306,117.49960354874727
BA,307,91.68340100308997
BA,308,42.399975700081875
BA,309,32.364281929738276
BA,310,85.81449861560465
BA,311,328.70672622675966
BA,312,305.2616261464963
BA,313,468.3067991983101
BA,314,116.82426610675907
BA,315,136.2559404299049
BA,316,40.28157896295758
BA,317,46.12654352271007
BA,318,168.23837358200112
BA,319,56.77030073730017
BA,320,71.88634316451025
BA,321,74.56971601450599
BA,322,310.3966676276112
BA,323,169.42309411330314
BA,324,154.11813991953252
BA,325,109.96750424910287
BA,326,211.70679269448792
BA,327,38.336087475131755
BA,328,79.96218736095605
BA,329,20.92208058825706
BA,330,185.96190758105993
BA,331,283.1511400274902
BA,332,156.61078312682562
BA,333,47.07440393421174
BA,334,21.542020546757072
BA,335,101.57027067626393
BA,336,69.78663012685925
BA,337,127.39290913393634
BA,338,63.08445489795723
BA,339,32.99657018809943
BA,340,22.4037491045706
BA,341,170.18662701940383
BA,342,122.9703853669008
BA,343,23.79834654162267
BA,344,66.76351269416284
BA,345,233.4530169522388
BA,346,35.09712314906599
BA,347,58.616824374200355
BA,348,238.40038862387627
BA,349,105.63232513465209
BA,350,13.861888430679363
BA,351,35.81473597208894
BA,352,35.05500310370247
BA,353,143.46809833200308
BA,354,58.57763174599296
BA,355,33.5439852100483
BA,356,67.627165890842
BA,357,91.96460667986983
BA,358,36.76797323951205
BA,359,49.76697689716389
BA,360,68.94492409323028
BA,361,208.92621840043807
BA,362,47.220720337171215
BA,363,63.4055033444891
BA,364,207.48029472694378
BA,365,132.21208808931274
BA,366,62.196347200047526
BA,367,32.91046840270317
BA,368,183.23375225251885
BA,369,239.06250899739788
BA,370,303.30686675304514
BA,371,70.4553363260407
BA,372,6.751606569098827
BA,373,258.36701243637145
BA,374,68.17481159784265
BA,375,22.726614842743874
BA,376,161.62912158655058
BA,377,54.27661258063989
BA,378,35.96252019611086
BA,379,50.79342336107613
BA,380,34.9341767973923
BA,381,431.5148634638068
BA,382,24.458043183023847
BA,383,111.67427497987696
BA,384,474.21070851337174
BA,385,28.236893369869037
BA,386,36.041957739954206
BA,387,40.68696746955901
BA,388,57.47120143772051
BA,389,28.084222833390516
BA,390,28.76427472726944
BA,391,51.76235687672451
BA,392,20.103448230476094
BA,393,194.80898706133127
BA,394,65.32311620395384
BA,395,83.33190161263657
BA,396,103.863725734651
BA,397,135.63236924849198
BA,398,113.7717998936656
BA,399,44.05552964743863
BA,400,44.42709856796409
BA,401,57.710164369731544
BA,402,60.274369309105836
BA,403,83.85375140224131
BA,404,90.16301351356293
BA,405,17.460449026697404
BA,406,58.076063930914906
BA,407,62.5659252724876
BA,408,80.33588231479065
BA,409,363.15646690315964
BA,410,86.9104325432208
BA,411,67.85521496456835
BA,412,15.226128476786373
BA,413,40.167457134306666
BA,414,17.91239898384369
BA,415,47.77142284352285
BA,416,133.54853536653442
BA,417,79.09762520069488
BA,418,80.02096072247673
BA,419,41.78139393060792
BA,420,350.08024508253453
BA,421,155.4827357849742
BA,422,43.56941317615839
BA,423,152.75460627382884
BA,424,122.10949553015602
BA,425,54.667898682731106
BA,426,178.49222501258876
BA,427,131.40262719306838
BA,428,39.95242511529853
BA,429,63.869907120967156
BA,430,68.28635582960075
BA,431,74.4087092459932
BA,432,44.5042150008939
BA,433,38.122813214075684
BA,434,65.87253530112689
BA,435,37.89192015086421
BA,436,32.531511596641394
BA,437,48.04352401836784
BA,438,181.73151677694887
BA,439,57.656396517254805
BA,440,201.6901053085401
BA,441,58.766590076847564
BA,442,21.38991665011401
BA,443,15.040670708433867
BA,444,32.17657565727586
BA,445,20.06499953191044
BA,446,20.29082123586768
BA,447,34.0630916074083
BA,448,124.35397745546496
BA,449,77.2058806980437
BA,450,26.234168506072535
BA,451,226.04383019086097
BA,452,47.451075860327194
BA,453,60.70522269801561
BA,454,68.73524113739903
BA,455,34.12573025309883
BA,456,79.09670719137775
BA,457,139.09034337365256
BA,458,71.27340092556513
BA,459,97.17577069057178
BA,460,25.636720659253736
BA,461,35.9705529612019
BA,462,108.59760769260713
BA,463,39.39652741383294
BA,464,41.26614302062667
BA,465,139.4082489218564
BA,466,18.811926588427802
BA,467,32.3955801081
BA,468,27.103484024311147
BA,469,97.65612815976597
BA,470,89.08750013434286
BA,471,151.42010425043205
BA,472,41.462222058986775
BA,473,53.58447065640111
BA,474,28.442360108072194
BA,475,101.64145300457672
BA,476,73.23373255162788
BA,477,45.04050585318828
BA,478,33.02825158468855
BA,479,46.87335932516017
BA,480,22.18474499638292
BA,481,167.55791487969236
BA,482,68.07117399427771
BA,483,24.897745704601657
BA,484,44.49753787638433
BA,485,101.91353239004272
BA,486,299.0066092858969
BA,487,244.04901916429375
BA,488,32.39516156208848
BA,489,35.38032891244606
BA,490,33.13271225144855
BA,491,56.580760570552755
BA,492,58.310205087224695
BA,493,59.783108953190954
BA,494,18.308230342472637
BA,495,39.227209556976554
BA,496,35.83724463260773
BA,497,102.33690297915585
BA,498,116.9424284918404
BA,499,19.239713493148777
WS,0,1432.6843814589786
WS,1,2477.674416535551
WS,2,769.5992237509648
WS,3,1120.6813208205622
WS,4,488.3560243677894
WS,5,1094.481337787736
WS,6,1232.1895980868126
WS,7,2501.8958939396193
WS,8,1729.8547824454108
WS,9,4299.041958426283
WS,10,3706.581024635391
WS,11,2123.2733630117186
WS,12,1390.3556041537518
WS,13,1208.5034546829982
WS,14,238.24786189902284
WS,15,482.7432238230539
WS,16,298.2970493524833
WS,17,401.3368756940121
WS,18,2314.1962420781456
WS,19,210.5086518830325
WS,20,791.1249425193018
WS,21,773.4926406222538
WS,22,1457.6602936222366
WS,23,2955.0668783479587
WS,24,2689.2055302320096
WS,25,1792.8843598672852
WS,26,1035.3095237420637
WS,27,777.3349336041205
WS,28,422.8399026758708
WS,29,884.6709092283706
WS,30,1495.4816952122528
WS,31,719.0667640323214
WS,32,1703.3331747689865
WS,33,1630.0199973573049
WS,34,2649.4347370514843
WS,35,1565.9870212732105
WS,36,568.4711771214007
WS,37,440.30915825791175
WS,38,1574.8889227894956
WS,39,937.1539547604096
WS,40,2035.5299096947083
WS,41,4270.305894713693
WS,42,2060.0598263681604
WS,43,2633.7593839772976
WS,44,319.34586324847817
WS,45,806.2989014529636
WS,46,1508.213687727036
WS,47,1203.4214959893907
WS,48,1643.121130079656
WS,49,1427.2134932429337
WS,50,1651.216519674922
WS,51,2937.252165062973
WS,52,1362.3567670363389
WS,53,349.85309943518894
WS,54,1692.418654508683
WS,55,540.8982399363055
WS,56,2113.0515738985996
WS,57,1069.5643064551505
WS,58,539.7933454757355
WS,59,2693.4285718766387
WS,60,1735.1545750672751
WS,61,1722.2570361997102
WS,62,1901.6646485085191
WS,63,170.52607240372572
WS,64,1296.515710841644
WS,65,1174.33191757483
WS,66,555.635083296128
WS,67,481.406527562355
WS,68,2593.3617969483794
WS,69,2609.797624549582
WS,70,1113.9091755019151
WS,71,758.7493954127741
WS,72,1797.0331850089449
WS,73,776.8961948567284
