node,degree,pagerank
439,23,0.0020192383308518195
440,24,0.0021027234491521217
441,26,0.0022399507296445476
442,23,0.002011846376804316
443,20,0.0017956683584900567
444,18,0.0016387898451461736
445,23,0.0020217186130217476
446,20,0.0017939158542446612
447,24,0.0021028882159288107
448,14,0.0013491507242770632
449,23,0.0020243510763587923
450,21,0.001878300404620577
451,18,0.0016343296008360095
452,21,0.0018602868053140694
453,23,0.002055087333254948
454,18,0.001649117028060074
455,22,0.0019366405233197633
456,25,0.0021747214195814695
457,27,0.002318830848787197
458,19,0.0017048166780163697
459,32,0.002702422185295044
460,18,0.0016569104329556634
461,21,0.0018693168549666567
462,13,0.0012613177569040588
463,21,0.001853565523211893
464,21,0.0018792048981319462
465,24,0.0020807017982800258
466,26,0.0022321204355373147
467,18,0.0016470409208691119
468,23,0.002005581767574021
469,24,0.0020914262204424967
470,17,0.0015662468254660203
471,21,0.001883980836849611
472,24,0.0020971941570460126
473,23,0.002019680051664178
474,21,0.001878446311972121
475,24,0.00208068610356504
476,19,0.0017155205961377526
477,22,0.0019348903051076751
478,21,0.0018635885590728252
479,24,0.0020861736326929585
480,25,0.0021727785288607232
481,20,0.001799660600007792
482,22,0.0019499426447280143
483,27,0.0023175971747978843
484,18,0.0016430452014436765
485,22,0.0019488616389471227
486,18,0.0016518638381567779
487,25,0.002163560767341023
488,20,0.0018156966613444138
489,25,0.002190777467873991
490,18,0.0016480890130996025
491,21,0.001868058500210674
492,29,0.0024480425340027557
493,25,0.0021783593269566787
494,24,0.0020987082752709093
495,20,0.0017850806883425746
496,27,0.0023138782578413122
497,28,0.002396812391839472
498,23,0.0020169006973928152
499,21,0.0018757479995675297
