model,node,degree
ER,154,0.03406813627254509
ER,155,0.03807615230460922
ER,156,0.036072144288577156
ER,157,0.01603206412825651
ER,158,0.026052104208416832
ER,159,0.03406813627254509
ER,160,0.050100200400801605
ER,161,0.018036072144288578
ER,162,0.04609218436873747
ER,163,0.04008016032064128
ER,164,0.028056112224448898
ER,165,0.014028056112224449
ER,166,0.03006012024048096
ER,167,0.028056112224448898
ER,168,0.04008016032064128
ER,169,0.04208416833667335
ER,170,0.026052104208416832
ER,171,0.02404809619238477
ER,172,0.028056112224448898
ER,173,0.026052104208416832
ER,174,0.026052104208416832
ER,175,0.04408817635270541
ER,176,0.03006012024048096
ER,177,0.03206412825651302
ER,178,0.03206412825651302
ER,179,0.02004008016032064
ER,180,0.04008016032064128
ER,181,0.028056112224448898
ER,182,0.03006012024048096
ER,183,0.03206412825651302
ER,184,0.04609218436873747
ER,185,0.03006012024048096
ER,186,0.026052104208416832
ER,187,0.022044088176352707
ER,188,0.01002004008016032
ER,189,0.04408817635270541
ER,190,0.03206412825651302
ER,191,0.028056112224448898
ER,192,0.028056112224448898
ER,193,0.022044088176352707
ER,194,0.026052104208416832
ER,195,0.02004008016032064
ER,196,0.02004008016032064
ER,197,0.03206412825651302
ER,198,0.03807615230460922
ER,199,0.03807615230460922
ER,200,0.03406813627254509
ER,201,0.006012024048096192
ER,202,0.04408817635270541
ER,203,0.022044088176352707
ER,204,0.02404809619238477
ER,205,0.028056112224448898
ER,206,0.022044088176352707
ER,207,0.022044088176352707
ER,208,0.026052104208416832
ER,209,0.022044088176352707
ER,210,0.012024048096192385
ER,211,0.022044088176352707
ER,212,0.02404809619238477
ER,213,0.028056112224448898
ER,214,0.022044088176352707
ER,215,0.03206412825651302
ER,216,0.036072144288577156
ER,217,0.022044088176352707
ER,218,0.04408817635270541
ER,219,0.02004008016032064
ER,220,0.03406813627254509
ER,221,0.03006012024048096
ER,222,0.03206412825651302
ER,223,0.02004008016032064
ER,224,0.03807615230460922
ER,225,0.03206412825651302
ER,226,0.028056112224448898
ER,227,0.022044088176352707
ER,228,0.01002004008016032
ER,229,0.03206412825651302
ER,230,0.02404809619238477
ER,231,0.036072144288577156
ER,232,0.03807615230460922
ER,233,0.03406813627254509
ER,234,0.052104208416833664
ER,235,0.04008016032064128
ER,236,0.04208416833667335
ER,237,0.028056112224448898
ER,238,0.03206412825651302
ER,239,0.03406813627254509
ER,240,0.01603206412825651
ER,241,0.028056112224448898
ER,242,0.018036072144288578
ER,243,0.02004008016032064
ER,244,0.03006012024048096
ER,245,0.028056112224448898
ER,246,0.026052104208416832
ER,247,0.022044088176352707
ER,248,0.03006012024048096
ER,249,0.03006012024048096
ER,250,0.02404809619238477
ER,251,0.02004008016032064
ER,252,0.03406813627254509
ER,253,0.03006012024048096
ER,254,0.02404809619238477
ER,255,0.02404809619238477
ER,256,0.022044088176352707
ER,257,0.036072144288577156
ER,258,0.022044088176352707
ER,259,0.036072144288577156
ER,260,0.02404809619238477
ER,261,0.028056112224448898
ER,262,0.03807615230460922
ER,263,0.036072144288577156
ER,264,0.028056112224448898
ER,265,0.03006012024048096
ER,266,0.026052104208416832
ER,267,0.03406813627254509
ER,268,0.03006012024048096
ER,269,0.03807615230460922
ER,270,0.01603206412825651
ER,271,0.01603206412825651
ER,272,0.02404809619238477
ER,273,0.03206412825651302
ER,274,0.036072144288577156
ER,275,0.036072144288577156
ER,276,0.028056112224448898
ER,277,0.03006012024048096
ER,278,0.03006012024048096
ER,279,0.022044088176352707
ER,280,0.03006012024048096
ER,281,0.018036072144288578
ER,282,0.03206412825651302
ER,283,0.04008016032064128
ER,284,0.01603206412825651
ER,285,0.03206412825651302
ER,286,0.04809619238476954
ER,287,0.02404809619238477
ER,288,0.022044088176352707
ER,289,0.03206412825651302
ER,290,0.022044088176352707
ER,291,0.03807615230460922
ER,292,0.01603206412825651
ER,293,0.03206412825651302
ER,294,0.03206412825651302
ER,295,0.022044088176352707
ER,296,0.026052104208416832
ER,297,0.03006012024048096
ER,298,0.018036072144288578
ER,299,0.04208416833667335
ER,300,0.04408817635270541
ER,301,0.028056112224448898
ER,302,0.03206412825651302
ER,303,0.03206412825651302
ER,304,0.018036072144288578
ER,305,0.03406813627254509
ER,306,0.03206412825651302
ER,307,0.04408817635270541
ER,308,0.018036072144288578
ER,309,0.018036072144288578
ER,310,0.02404809619238477
ER,311,0.036072144288577156
ER,312,0.03206412825651302
ER,313,0.02404809619238477
ER,314,0.03406813627254509
ER,315,0.02004008016032064
ER,316,0.022044088176352707
ER,317,0.028056112224448898
ER,318,0.03206412825651302
ER,319,0.012024048096192385
ER,320,0.022044088176352707
ER,321,0.03406813627254509
ER,322,0.03006012024048096
ER,323,0.03206412825651302
ER,324,0.050100200400801605
ER,325,0.028056112224448898
ER,326,0.028056112224448898
ER,327,0.022044088176352707
ER,328,0.02404809619238477
ER,329,0.04609218436873747
ER,330,0.028056112224448898
ER,331,0.022044088176352707
ER,332,0.026052104208416832
ER,333,0.03206412825651302
ER,334,0.018036072144288578
ER,335,0.03406813627254509
ER,336,0.04008016032064128
ER,337,0.02004008016032064
ER,338,0.03006012024048096
ER,339,0.02404809619238477
ER,340,0.028056112224448898
ER,341,0.03006012024048096
ER,342,0.026052104208416832
ER,343,0.01603206412825651
ER,344,0.026052104208416832
ER,345,0.026052104208416832
ER,346,0.028056112224448898
ER,347,0.03406813627254509
ER,348,0.03006012024048096
ER,349,0.03206412825651302
ER,350,0.03006012024048096
ER,351,0.022044088176352707
ER,352,0.02404809619238477
ER,353,0.03406813627254509
ER,354,0.026052104208416832
ER,355,0.03206412825651302
ER,356,0.03006012024048096
ER,357,0.02404809619238477
ER,358,0.03807615230460922
ER,359,0.02404809619238477
ER,360,0.03406813627254509
ER,361,0.022044088176352707
ER,362,0.02404809619238477
ER,363,0.01603206412825651
ER,364,0.028056112224448898
ER,365,0.028056112224448898
ER,366,0.036072144288577156
ER,367,0.03006012024048096
ER,368,0.026052104208416832
ER,369,0.036072144288577156
ER,370,0.03006012024048096
ER,371,0.03206412825651302
ER,372,0.02404809619238477
ER,373,0.03206412825651302
ER,374,0.026052104208416832
ER,375,0.03406813627254509
ER,376,0.01603206412825651
ER,377,0.026052104208416832
ER,378,0.03006012024048096
ER,379,0.03406813627254509
ER,380,0.03406813627254509
ER,381,0.03406813627254509
ER,382,0.018036072144288578
ER,383,0.03406813627254509
ER,384,0.050100200400801605
ER,385,0.050100200400801605
ER,386,0.02004008016032064
ER,387,0.04208416833667335
ER,388,0.03206412825651302
ER,389,0.022044088176352707
ER,390,0.028056112224448898
ER,391,0.03807615230460922
ER,392,0.036072144288577156
ER,393,0.022044088176352707
ER,394,0.03406813627254509
ER,395,0.03006012024048096
ER,396,0.036072144288577156
ER,397,0.026052104208416832
ER,398,0.03807615230460922
ER,399,0.028056112224448898
ER,400,0.028056112224448898
ER,401,0.03807615230460922
ER,402,0.028056112224448898
ER,403,0.026052104208416832
ER,404,0.04609218436873747
ER,405,0.02004008016032064
ER,406,0.022044088176352707
ER,407,0.01603206412825651
ER,408,0.04008016032064128
ER,409,0.026052104208416832
ER,410,0.04008016032064128
ER,411,0.026052104208416832
ER,412,0.028056112224448898
ER,413,0.04609218436873747
ER,414,0.028056112224448898
ER,415,0.03807615230460922
ER,416,0.03006012024048096
ER,417,0.018036072144288578
ER,418,0.02404809619238477
ER,419,0.03006012024048096
ER,420,0.028056112224448898
ER,421,0.04008016032064128
ER,422,0.026052104208416832
ER,423,0.036072144288577156
ER,424,0.026052104208416832
ER,425,0.03406813627254509
ER,426,0.04408817635270541
ER,427,0.028056112224448898
ER,428,0.03006012024048096
ER,429,0.02004008016032064
ER,430,0.04008016032064128
ER,431,0.01603206412825651
ER,432,0.018036072144288578
ER,433,0.04208416833667335
ER,434,0.03206412825651302
ER,435,0.03807615230460922
ER,436,0.026052104208416832
ER,437,0.03807615230460922
ER,438,0.026052104208416832
ER,439,0.022044088176352707
ER,440,0.02004008016032064
ER,441,0.036072144288577156
ER,442,0.028056112224448898
ER,443,0.028056112224448898
ER,444,0.018036072144288578
ER,445,0.03006012024048096
ER,446,0.02404809619238477
ER,447,0.03206412825651302
ER,448,0.01603206412825651
ER,449,0.026052104208416832
ER,450,0.04408817635270541
ER,451,0.028056112224448898
ER,452,0.036072144288577156
ER,453,0.028056112224448898
ER,454,0.028056112224448898
ER,455,0.02004008016032064
ER,456,0.04208416833667335
ER,457,0.03807615230460922
ER,458,0.02004008016032064
ER,459,0.03206412825651302
ER,460,0.022044088176352707
ER,461,0.02404809619238477
ER,462,0.018036072144288578
ER,463,0.03006012024048096
ER,464,0.02004008016032064
ER,465,0.022044088176352707
ER,466,0.02404809619238477
ER,467,0.02404809619238477
ER,468,0.02404809619238477
ER,469,0.028056112224448898
ER,470,0.02004008016032064
ER,471,0.018036072144288578
ER,472,0.036072144288577156
ER,473,0.03006012024048096
ER,474,0.022044088176352707
ER,475,0.03206412825651302
ER,476,0.02404809619238477
ER,477,0.03206412825651302
ER,478,0.01603206412825651
ER,479,0.036072144288577156
ER,480,0.026052104208416832
ER,481,0.022044088176352707
ER,482,0.02404809619238477
ER,483,0.018036072144288578
ER,484,0.028056112224448898
ER,485,0.02004008016032064
ER,486,0.028056112224448898
ER,487,0.028056112224448898
ER,488,0.03406813627254509
ER,489,0.03006012024048096
ER,490,0.028056112224448898
ER,491,0.04809619238476954
ER,492,0.03206412825651302
ER,493,0.03206412825651302
ER,494,0.03206412825651302
ER,495,0.03406813627254509
ER,496,0.018036072144288578
ER,497,0.03807615230460922
ER,498,0.03406813627254509
ER,499,0.028056112224448898
BA,0,0.1903807615230461
BA,1,0.08016032064128256
BA,2,0.052104208416833664
BA,3,0.10821643286573146
BA,4,0.09018036072144289
BA,5,0.018036072144288578
BA,6,0.06212424849699399
BA,7,0.10420841683366733
BA,8,0.08817635270541083
BA,9,0.02004008016032064
BA,10,0.03006012024048096
BA,11,0.0781563126252505
BA,12,0.026052104208416832
BA,13,0.03206412825651302
BA,14,0.08016032064128256
BA,15,0.04809619238476954
BA,16,0.01002004008016032
BA,17,0.026052104208416832
BA,18,0.02004008016032064
BA,19,0.02404809619238477
BA,20,0.018036072144288578
BA,21,0.04809619238476954
BA,22,0.01603206412825651
BA,23,0.018036072144288578
BA,24,0.03807615230460922
BA,25,0.026052104208416832
BA,26,0.022044088176352707
BA,27,0.01002004008016032
BA,28,0.02004008016032064
BA,29,0.03406813627254509
BA,30,0.02004008016032064
BA,31,0.012024048096192385
BA,32,0.02004008016032064
BA,33,0.03006012024048096
BA,34,0.01002004008016032
BA,35,0.03206412825651302
BA,36,0.03006012024048096
BA,37,0.018036072144288578
BA,38,0.014028056112224449
BA,39,0.01002004008016032
BA,40,0.03006012024048096
BA,41,0.008016032064128256
BA,42,0.018036072144288578
BA,43,0.01603206412825651
BA,44,0.036072144288577156
BA,45,0.022044088176352707
BA,46,0.022044088176352707
BA,47,0.022044088176352707
BA,48,0.014028056112224449
BA,49,0.01603206412825651
BA,50,0.018036072144288578
BA,51,0.006012024048096192
BA,52,0.026052104208416832
BA,53,0.018036072144288578
BA,54,0.008016032064128256
BA,55,0.06012024048096192
BA,56,0.008016032064128256
BA,57,0.014028056112224449
BA,58,0.018036072144288578
BA,59,0.012024048096192385
BA,60,0.02404809619238477
BA,61,0.02004008016032064
BA,62,0.006012024048096192
BA,63,0.01603206412825651
BA,64,0.012024048096192385
BA,65,0.01002004008016032
BA,66,0.02004008016032064
BA,67,0.014028056112224449
BA,68,0.01002004008016032
BA,69,0.028056112224448898
BA,70,0.026052104208416832
BA,71,0.006012024048096192
BA,72,0.012024048096192385
BA,73,0.012024048096192385
BA,74,0.012024048096192385
BA,75,0.022044088176352707
BA,76,0.014028056112224449
BA,77,0.01603206412825651
BA,78,0.018036072144288578
BA,79,0.018036072144288578
BA,80,0.014028056112224449
BA,81,0.01002004008016032
BA,82,0.006012024048096192
BA,83,0.01002004008016032
BA,84,0.014028056112224449
BA,85,0.014028056112224449
BA,86,0.008016032064128256
BA,87,0.01603206412825651
BA,88,0.01603206412825651
BA,89,0.006012024048096192
BA,90,0.01603206412825651
BA,91,0.01002004008016032
BA,92,0.012024048096192385
BA,93,0.04008016032064128
BA,94,0.028056112224448898
BA,95,0.012024048096192385
BA,96,0.01603206412825651
BA,97,0.01603206412825651
BA,98,0.014028056112224449
BA,99,0.014028056112224449
BA,100,0.018036072144288578
BA,101,0.012024048096192385
BA,102,0.01002004008016032
BA,103,0.012024048096192385
BA,104,0.02004008016032064
BA,105,0.01603206412825651
BA,106,0.014028056112224449
BA,107,0.014028056112224449
BA,108,0.006012024048096192
BA,109,0.01002004008016032
BA,110,0.01002004008016032
BA,111,0.012024048096192385
BA,112,0.008016032064128256
BA,113,0.018036072144288578
BA,114,0.014028056112224449
BA,115,0.012024048096192385
BA,116,0.01603206412825651
BA,117,0.01002004008016032
BA,118,0.006012024048096192
BA,119,0.022044088176352707
BA,120,0.01603206412825651
BA,121,0.012024048096192385
BA,122,0.008016032064128256
BA,123,0.006012024048096192
BA,124,0.012024048096192385
BA,125,0.012024048096192385
BA,126,0.006012024048096192
BA,127,0.018036072144288578
BA,128,0.008016032064128256
BA,129,0.01002004008016032
BA,130,0.008016032064128256
BA,131,0.018036072144288578
BA,132,0.008016032064128256
BA,133,0.008016032064128256
BA,134,0.022044088176352707
BA,135,0.012024048096192385
BA,136,0.006012024048096192
BA,137,0.014028056112224449
BA,138,0.02004008016032064
BA,139,0.01002004008016032
BA,140,0.012024048096192385
BA,141,0.006012024048096192
BA,142,0.006012024048096192
BA,143,0.012024048096192385
BA,144,0.006012024048096192
BA,145,0.014028056112224449
BA,146,0.008016032064128256
BA,147,0.012024048096192385
BA,148,0.01002004008016032
BA,149,0.012024048096192385
BA,150,0.01603206412825651
BA,151,0.012024048096192385
BA,152,0.01002004008016032
BA,153,0.006012024048096192
BA,154,0.008016032064128256
BA,155,0.022044088176352707
BA,156,0.01002004008016032
BA,157,0.01002004008016032
BA,158,0.008016032064128256
BA,159,0.012024048096192385
BA,160,0.026052104208416832
BA,161,0.01603206412825651
BA,162,0.012024048096192385
BA,163,0.018036072144288578
BA,164,0.012024048096192385
BA,165,0.006012024048096192
BA,166,0.006012024048096192
BA,167,0.01002004008016032
BA,168,0.014028056112224449
BA,169,0.014028056112224449
BA,170,0.014028056112224449
BA,171,0.006012024048096192
BA,172,0.01002004008016032
BA,173,0.006012024048096192
BA,174,0.008016032064128256
BA,175,0.006012024048096192
BA,176,0.006012024048096192
BA,177,0.008016032064128256
BA,178,0.01002004008016032
BA,179,0.014028056112224449
BA,180,0.008016032064128256
BA,181,0.006012024048096192
BA,182,0.01002004008016032
BA,183,0.008016032064128256
BA,184,0.01002004008016032
BA,185,0.01002004008016032
BA,186,0.006012024048096192
BA,187,0.008016032064128256
BA,188,0.01002004008016032
BA,189,0.01002004008016032
BA,190,0.014028056112224449
BA,191,0.018036072144288578
BA,192,0.012024048096192385
BA,193,0.006012024048096192
BA,194,0.01002004008016032
BA,195,0.006012024048096192
BA,196,0.008016032064128256
BA,197,0.008016032064128256
BA,198,0.02004008016032064
BA,199,0.008016032064128256
BA,200,0.008016032064128256
BA,201,0.006012024048096192
BA,202,0.008016032064128256
BA,203,0.008016032064128256
BA,204,0.008016032064128256
BA,205,0.012024048096192385
BA,206,0.008016032064128256
BA,207,0.01002004008016032
BA,208,0.01002004008016032
BA,209,0.008016032064128256
BA,210,0.006012024048096192
BA,211,0.006012024048096192
BA,212,0.01002004008016032
BA,213,0.008016032064128256
BA,214,0.006012024048096192
BA,215,0.008016032064128256
BA,216,0.01002004008016032
BA,217,0.006012024048096192
BA,218,0.008016032064128256
BA,219,0.008016032064128256
BA,220,0.006012024048096192
BA,221,0.01002004008016032
BA,222,0.008016032064128256
BA,223,0.012024048096192385
BA,224,0.006012024048096192
BA,225,0.008016032064128256
BA,226,0.006012024048096192
BA,227,0.01002004008016032
BA,228,0.014028056112224449
BA,229,0.01002004008016032
BA,230,0.008016032064128256
BA,231,0.006012024048096192
BA,232,0.006012024048096192
BA,233,0.008016032064128256
BA,234,0.006012024048096192
BA,235,0.01002004008016032
BA,236,0.008016032064128256
BA,237,0.018036072144288578
BA,238,0.006012024048096192
BA,239,0.022044088176352707
BA,240,0.008016032064128256
BA,241,0.012024048096192385
BA,242,0.008016032064128256
BA,243,0.008016032064128256
BA,244,0.01002004008016032
BA,245,0.006012024048096192
BA,246,0.012024048096192385
BA,247,0.008016032064128256
BA,248,0.008016032064128256
BA,249,0.008016032064128256
BA,250,0.006012024048096192
BA,251,0.014028056112224449
BA,252,0.012024048096192385
BA,253,0.008016032064128256
BA,254,0.01002004008016032
BA,255,0.01002004008016032
BA,256,0.008016032064128256
BA,257,0.012024048096192385
BA,258,0.008016032064128256
BA,259,0.008016032064128256
BA,260,0.008016032064128256
BA,261,0.006012024048096192
BA,262,0.008016032064128256
BA,263,0.008016032064128256
BA,264,0.008016032064128256
BA,265,0.008016032064128256
BA,266,0.008016032064128256
BA,267,0.006012024048096192
BA,268,0.006012024048096192
BA,269,0.006012024048096192
BA,270,0.008016032064128256
BA,271,0.008016032064128256
BA,272,0.01002004008016032
BA,273,0.008016032064128256
BA,274,0.006012024048096192
BA,275,0.006012024048096192
BA,276,0.006012024048096192
BA,277,0.01002004008016032
BA,278,0.008016032064128256
BA,279,0.006012024048096192
BA,280,0.014028056112224449
BA,281,0.008016032064128256
BA,282,0.014028056112224449
BA,283,0.006012024048096192
BA,284,0.006012024048096192
BA,285,0.012024048096192385
BA,286,0.006012024048096192
BA,287,0.006012024048096192
BA,288,0.006012024048096192
BA,289,0.006012024048096192
BA,290,0.008016032064128256
BA,291,0.008016032064128256
BA,292,0.006012024048096192
BA,293,0.006012024048096192
BA,294,0.008016032064128256
BA,295,0.01603206412825651
BA,296,0.008016032064128256
BA,297,0.006012024048096192
BA,298,0.006012024048096192
BA,299,0.008016032064128256
BA,300,0.006012024048096192
BA,301,0.006012024048096192
BA,302,0.01002004008016032
BA,303,0.012024048096192385
BA,304,0.012024048096192385
BA,305,0.01002004008016032
BA,306,0.01002004008016032
BA,307,0.006012024048096192
BA,308,0.006012024048096192
BA,309,0.006012024048096192
BA,310,0.008016032064128256
BA,311,0.012024048096192385
BA,312,0.008016032064128256
BA,313,0.014028056112224449
BA,314,0.008016032064128256
BA,315,0.008016032064128256
BA,316,0.008016032064128256
BA,317,0.006012024048096192
BA,318,0.008016032064128256
BA,319,0.008016032064128256
BA,320,0.008016032064128256
BA,321,0.008016032064128256
BA,322,0.01002004008016032
BA,323,0.01002004008016032
BA,324,0.008016032064128256
BA,325,0.008016032064128256
BA,326,0.008016032064128256
BA,327,0.006012024048096192
BA,328,0.008016032064128256
BA,329,0.006012024048096192
BA,330,0.008016032064128256
BA,331,0.01002004008016032
BA,332,0.01002004008016032
BA,333,0.006012024048096192
BA,334,0.006012024048096192
BA,335,0.006012024048096192
BA,336,0.008016032064128256
BA,337,0.008016032064128256
BA,338,0.006012024048096192
BA,339,0.006012024048096192
BA,340,0.006012024048096192
BA,341,0.008016032064128256
BA,342,0.006012024048096192
BA,343,0.006012024048096192
BA,344,0.01002004008016032
BA,345,0.008016032064128256
BA,346,0.006012024048096192
BA,347,0.006012024048096192
BA,348,0.01603206412825651
BA,349,0.006012024048096192
BA,350,0.006012024048096192
BA,351,0.006012024048096192
BA,352,0.006012024048096192
BA,353,0.006012024048096192
BA,354,0.006012024048096192
BA,355,0.006012024048096192
BA,356,0.006012024048096192
BA,357,0.008016032064128256
BA,358,0.006012024048096192
BA,359,0.006012024048096192
BA,360,0.006012024048096192
BA,361,0.006012024048096192
BA,362,0.006012024048096192
BA,363,0.006012024048096192
BA,364,0.01002004008016032
BA,365,0.006012024048096192
BA,366,0.006012024048096192
BA,367,0.006012024048096192
BA,368,0.008016032064128256
BA,369,0.008016032064128256
BA,370,0.012024048096192385
BA,371,0.006012024048096192
BA,372,0.006012024048096192
BA,373,0.01002004008016032
BA,374,0.006012024048096192
BA,375,0.006012024048096192
BA,376,0.006012024048096192
BA,377,0.006012024048096192
BA,378,0.006012024048096192
BA,379,0.006012024048096192
BA,380,0.006012024048096192
BA,381,0.01002004008016032
BA,382,0.006012024048096192
BA,383,0.006012024048096192
BA,384,0.008016032064128256
BA,385,0.006012024048096192
BA,386,0.006012024048096192
BA,387,0.006012024048096192
BA,388,0.006012024048096192
BA,389,0.006012024048096192
BA,390,0.006012024048096192
BA,391,0.006012024048096192
BA,392,0.006012024048096192
BA,393,0.008016032064128256
BA,394,0.006012024048096192
BA,395,0.006012024048096192
BA,396,0.008016032064128256
BA,397,0.008016032064128256
BA,398,0.006012024048096192
BA,399,0.006012024048096192
BA,400,0.006012024048096192
BA,401,0.008016032064128256
BA,402,0.008016032064128256
BA,403,0.008016032064128256
BA,404,0.006012024048096192
BA,405,0.006012024048096192
BA,406,0.006012024048096192
BA,407,0.006012024048096192
BA,408,0.008016032064128256
BA,409,0.01002004008016032
BA,410,0.006012024048096192
BA,411,0.008016032064128256
BA,412,0.006012024048096192
BA,413,0.006012024048096192
BA,414,0.006012024048096192
BA,415,0.006012024048096192
BA,416,0.006012024048096192
BA,417,0.008016032064128256
BA,418,0.006012024048096192
BA,419,0.006012024048096192
BA,420,0.008016032064128256
BA,421,0.008016032064128256
BA,422,0.006012024048096192
BA,423,0.006012024048096192
BA,424,0.01002004008016032
BA,425,0.006012024048096192
BA,426,0.006012024048096192
BA,427,0.006012024048096192
BA,428,0.006012024048096192
BA,429,0.006012024048096192
BA,430,0.006012024048096192
BA,431,0.006012024048096192
BA,432,0.006012024048096192
BA,433,0.006012024048096192
BA,434,0.006012024048096192
BA,435,0.006012024048096192
BA,436,0.006012024048096192
BA,437,0.006012024048096192
BA,438,0.008016032064128256
BA,439,0.006012024048096192
BA,440,0.008016032064128256
BA,441,0.006012024048096192
BA,442,0.006012024048096192
BA,443,0.006012024048096192
BA,444,0.006012024048096192
BA,445,0.006012024048096192
BA,446,0.006012024048096192
BA,447,0.006012024048096192
BA,448,0.008016032064128256
BA,449,0.006012024048096192
BA,450,0.006012024048096192
BA,451,0.008016032064128256
BA,452,0.006012024048096192
BA,453,0.006012024048096192
BA,454,0.006012024048096192
BA,455,0.006012024048096192
BA,456,0.006012024048096192
BA,457,0.006012024048096192
BA,458,0.006012024048096192
BA,459,0.006012024048096192
BA,460,0.006012024048096192
BA,461,0.006012024048096192
BA,462,0.008016032064128256
BA,463,0.006012024048096192
BA,464,0.006012024048096192
BA,465,0.006012024048096192
BA,466,0.006012024048096192
BA,467,0.006012024048096192
BA,468,0.006012024048096192
BA,469,0.006012024048096192
BA,470,0.008016032064128256
BA,471,0.006012024048096192
BA,472,0.006012024048096192
BA,473,0.006012024048096192
BA,474,0.006012024048096192
BA,475,0.006012024048096192
BA,476,0.006012024048096192
BA,477,0.006012024048096192
BA,478,0.006012024048096192
BA,479,0.006012024048096192
BA,480,0.006012024048096192
BA,481,0.008016032064128256
BA,482,0.006012024048096192
BA,483,0.006012024048096192
BA,484,0.006012024048096192
BA,485,0.006012024048096192
BA,486,0.006012024048096192
BA,487,0.006012024048096192
BA,488,0.006012024048096192
BA,489,0.006012024048096192
BA,490,0.006012024048096192
BA,491,0.006012024048096192
BA,492,0.006012024048096192
BA,493,0.006012024048096192
BA,494,0.006012024048096192
BA,495,0.006012024048096192
BA,496,0.006012024048096192
BA,497,0.006012024048096192
BA,498,0.006012024048096192
