model,node,pagerank
ER,151,0.0019008619010937053
ER,152,0.0017906666802092362
ER,153,0.00250143478304398
ER,154,0.002246887846822336
ER,155,0.0024892262265808662
ER,156,0.00238663358492568
ER,157,0.0012334678742597135
ER,158,0.0017744966622012257
ER,159,0.002232710413339868
ER,160,0.003203232517723606
ER,161,0.0013372107998732992
ER,162,0.0029356725768247185
ER,163,0.0025920393703229147
ER,164,0.0019404653806914121
ER,165,0.0011099570236991578
ER,166,0.00202734408054865
ER,167,0.0019382720943842727
ER,168,0.0025886418169863592
ER,169,0.002714966567733481
ER,170,0.0018492044001150521
ER,171,0.0017117560157392368
ER,172,0.001909823659987435
ER,173,0.0017928025715606261
ER,174,0.0018325674293125512
ER,175,0.00290909362341442
ER,176,0.002045083726628817
ER,177,0.0021514285293532495
ER,178,0.002162692633128638
ER,179,0.0014660636824065055
ER,180,0.0026153447718895895
ER,181,0.0019321896597089172
ER,182,0.002017345370094051
ER,183,0.0021201727844155577
ER,184,0.002994698436175655
ER,185,0.0020182702045449803
ER,186,0.001875575748049893
ER,187,0.0015542418195129636
ER,188,0.0009079715683483571
ER,189,0.0028564783104473054
ER,190,0.002118055103075947
ER,191,0.002024775484350691
ER,192,0.0019098859926378613
ER,193,0.0015569584037087533
ER,194,0.0017993751665959681
ER,195,0.0014671685542512484
ER,196,0.0014574132077172397
ER,197,0.0021259085213160595
ER,198,0.002512248612552106
ER,199,0.002503134125547979
ER,200,0.0022693434335421545
ER,201,0.0006957513677982003
ER,202,0.0028465070399572084
ER,203,0.0015808577366447124
ER,204,0.0016978461551900124
ER,205,0.001948268684585436
ER,206,0.001581215195631756
ER,207,0.0015823794107410083
ER,208,0.0018142057941098139
ER,209,0.0015480786837602607
ER,210,0.001002947240976736
ER,211,0.0015779180215659563
ER,212,0.0016851722077671017
ER,213,0.0019284983470239693
ER,214,0.0015746499832991168
ER,215,0.002168389978641849
ER,216,0.00238288234162964
ER,217,0.001582826859474133
ER,218,0.0028315561663837673
ER,219,0.0015427630155944783
ER,220,0.00223640760467022
ER,221,0.002081852835362091
ER,222,0.0021705299394975315
ER,223,0.0014569997772025383
ER,224,0.0024904705246040575
ER,225,0.0021704953860900477
ER,226,0.001907495860679274
ER,227,0.0015968459006369846
ER,228,0.0009101155317322252
ER,229,0.002143921303344858
ER,230,0.0017115291428610642
ER,231,0.0023813133883405615
ER,232,0.0024961978007316545
ER,233,0.002244510104058725
ER,234,0.0032856465708283856
ER,235,0.002580766938067481
ER,236,0.002690630449386308
ER,237,0.0019037515729300504
ER,238,0.0021418096667265704
ER,239,0.0022703475428904915
ER,240,0.0012108174029688342
ER,241,0.0019069567230362496
ER,242,0.0013545906197787517
ER,243,0.0014491618413421216
ER,244,0.0020549471089363865
ER,245,0.001890894868346258
ER,246,0.0017806330562847943
ER,247,0.001555006636696737
ER,248,0.00204110241812722
ER,249,0.0020215172671443193
ER,250,0.0017043271585819291
ER,251,0.001472316634396196
ER,252,0.0022780801518162514
ER,253,0.00203166473560915
ER,254,0.0016844726162314895
ER,255,0.0017036200847792302
ER,256,0.0015510282773685152
ER,257,0.0024381901456791465
ER,258,0.0015558611859782154
ER,259,0.002385102321639513
ER,260,0.0017019116226861051
ER,261,0.0019233349548481555
ER,262,0.002514737484423992
ER,263,0.0023769115548223814
ER,264,0.0019257040765295593
ER,265,0.002075194824197701
ER,266,0.0018098942681455071
ER,267,0.0022446913639226503
ER,268,0.0020541272175985358
ER,269,0.002516971786653218
ER,270,0.001243174180276843
ER,271,0.0012232458486078138
ER,272,0.0017110453638898566
ER,273,0.0021113397963538234
ER,274,0.0023979274588197793
ER,275,0.002360081523773068
ER,276,0.0019057048193021704
ER,277,0.0020320859231546928
ER,278,0.002018297832361526
ER,279,0.0015794144061841505
ER,280,0.0020552848611750953
ER,281,0.001355193518474967
ER,282,0.0021516261239493224
ER,283,0.002630453321171319
ER,284,0.001222821122160593
ER,285,0.002177411701770327
ER,286,0.003071649625920516
ER,287,0.0017278062089476952
ER,288,0.0015553432055254372
ER,289,0.0021531680621179757
ER,290,0.0016112292422380467
ER,291,0.00251751316725238
ER,292,0.0012322212443242097
ER,293,0.0022163921834226124
ER,294,0.00212480314533984
ER,295,0.0015952010912852104
ER,296,0.0017847717079301382
ER,297,0.0020137882748820553
ER,298,0.0013723535980110883
ER,299,0.002747878198766158
ER,300,0.00283227183451093
ER,301,0.0019467678932494912
ER,302,0.0021538149771221783
ER,303,0.002131196475324146
ER,304,0.0013428620876310003
ER,305,0.0022612287846560924
ER,306,0.0021546897152043276
ER,307,0.00287547873797548
ER,308,0.0013323813512582583
ER,309,0.001360370265896339
ER,310,0.0016934215919891472
ER,311,0.002374937965882327
ER,312,0.0021277107699847362
ER,313,0.001699883091887723
ER,314,0.002243562307355012
ER,315,0.0014435604729814086
ER,316,0.0015758646662707187
ER,317,0.0019289823284321162
ER,318,0.0021437131158041386
ER,319,0.0010046174779328465
ER,320,0.0016022160051326522
ER,321,0.002289747097071432
ER,322,0.002037053077972538
ER,323,0.00214388699872189
ER,324,0.0031394849056036126
ER,325,0.001927483357526167
ER,326,0.0019566156110614606
ER,327,0.0015504112355570687
ER,328,0.0016947181571637208
ER,329,0.0029683136324974006
ER,330,0.0019352262456646702
ER,331,0.0015885148351319843
ER,332,0.001775612077247839
ER,333,0.002163954714586601
ER,334,0.0013651083203766047
ER,335,0.002260797177604047
ER,336,0.0026033422192848817
ER,337,0.001452247503405333
ER,338,0.0020875739098802242
ER,339,0.0017161773401957834
ER,340,0.0019185438576573759
ER,341,0.0020452216365275553
ER,342,0.00181986614856762
ER,343,0.0012038336564124763
ER,344,0.0017817177748726608
ER,345,0.001787678514971025
ER,346,0.0019221690596907472
ER,347,0.0022665242145179978
ER,348,0.0020252769566934193
ER,349,0.002157705918772371
ER,350,0.002018718822575914
ER,351,0.0015863463504564475
ER,352,0.0017376988700713184
ER,353,0.002251404172411024
ER,354,0.0018149715046658858
ER,355,0.002178388089475952
ER,356,0.0020457008344253623
ER,357,0.0017051909340199969
ER,358,0.0025174213443345727
ER,359,0.001695328914900194
ER,360,0.0022302976301359968
ER,361,0.0015784073660381648
ER,362,0.0017106274168449092
ER,363,0.0012327991216380353
ER,364,0.0018962375303273645
ER,365,0.0019353860104595968
ER,366,0.0023788584173498727
ER,367,0.0020428555586837864
ER,368,0.0018154580324236072
ER,369,0.0024011188453079177
ER,370,0.0020409313618507175
ER,371,0.002139030434523851
ER,372,0.0017163003094440052
ER,373,0.00212172433522198
ER,374,0.001825649937379341
ER,375,0.0022715092256126927
ER,376,0.0012279078084048703
ER,377,0.0018185567725557633
ER,378,0.0020226544883032347
ER,379,0.0022979085460232106
ER,380,0.0022500239094633634
ER,381,0.0022681432772433782
ER,382,0.0013289978310103206
ER,383,0.002280619997433208
ER,384,0.003236701162867232
ER,385,0.003282289350390575
ER,386,0.0014493180718300998
ER,387,0.002683924905549938
ER,388,0.002164081241428896
ER,389,0.0015653218578187
ER,390,0.0019063285687830008
ER,391,0.002488513339327838
ER,392,0.0023455136355051975
ER,393,0.0015425622739860371
ER,394,0.0022928990762456367
ER,395,0.0020405706060949713
ER,396,0.002375742756178486
ER,397,0.001791274272989175
ER,398,0.0024932268510788353
ER,399,0.0019535417623243456
ER,400,0.0019074335757835608
ER,401,0.0024952181558028433
ER,402,0.0019276584370949068
ER,403,0.0017918597878591644
ER,404,0.002935039160859869
ER,405,0.001463482567040089
ER,406,0.0015667107279962297
ER,407,0.0012277697319305531
ER,408,0.0026299452273294338
ER,409,0.001798422878766883
ER,410,0.0025797483226309838
ER,411,0.001815797410422688
ER,412,0.001893401428834655
ER,413,0.00291783767404058
ER,414,0.00191728757631244
ER,415,0.002469268629077693
ER,416,0.002044197267314421
ER,417,0.0013523287356931018
ER,418,0.0017130941361641306
ER,419,0.002027222248974697
ER,420,0.0019135147517988812
ER,421,0.0026237218109766143
ER,422,0.0017864960211180234
ER,423,0.002392108303007407
ER,424,0.0018246574825609187
ER,425,0.002267958668052636
ER,426,0.0028234967461457684
ER,427,0.001939222986829941
ER,428,0.0020586434079080365
ER,429,0.0014785114916387927
ER,430,0.002596062124128519
ER,431,0.001333493780786074
ER,432,0.0013831427159105242
ER,433,0.0026832464889654534
ER,434,0.0021520873689380997
ER,435,0.002471653495858169
ER,436,0.0017881215308086628
ER,437,0.0024684946920505457
ER,438,0.0018240555616668294
ER,439,0.0015844114961193285
ER,440,0.0014795547347662545
ER,441,0.0023971252822078547
ER,442,0.001918453297047337
ER,443,0.0019219770060325359
ER,444,0.0013428811877643073
ER,445,0.002008482371535248
ER,446,0.0016544881661483522
ER,447,0.002145709225099131
ER,448,0.0012549558780267495
ER,449,0.00177060996968914
ER,450,0.002803752794926527
ER,451,0.0019048271336352428
ER,452,0.0023657528484800046
ER,453,0.0019330506844828805
ER,454,0.0019219079200533404
ER,455,0.001443012790618894
ER,456,0.0027497366310865546
ER,457,0.0024747804684576275
ER,458,0.0014888653173600528
ER,459,0.0021532734857885433
ER,460,0.0015904309171954779
ER,461,0.001699831161190443
ER,462,0.001343304936119605
ER,463,0.0020214366494230285
ER,464,0.0014631132104541097
ER,465,0.0015848213619084315
ER,466,0.001693250540694387
ER,467,0.0016878559479918938
ER,468,0.001651640307842716
ER,469,0.001972919614827203
ER,470,0.0014642278076748005
ER,471,0.001341720045733754
ER,472,0.002411193099346661
ER,473,0.002025011222135802
ER,474,0.0016179949435791497
ER,475,0.0021617665936905944
ER,476,0.001673141912349687
ER,477,0.002165314613960699
ER,478,0.0012272044719628394
ER,479,0.0023980846967007184
ER,480,0.00180697255335679
ER,481,0.0016056101123966624
ER,482,0.001668928808040081
ER,483,0.0013434513955963446
ER,484,0.0019455997948573437
ER,485,0.0014954178585732622
ER,486,0.0019090703530270545
ER,487,0.0019529538172749629
ER,488,0.0023252575705329744
ER,489,0.002049715816010909
ER,490,0.0019313227382691779
ER,491,0.0030821337161415986
ER,492,0.0021461074908059713
ER,493,0.0021596787111731195
ER,494,0.002164062161700892
ER,495,0.0022826043950211613
ER,496,0.0013299761322699381
ER,497,0.0025069537142813013
ER,498,0.002261297692044296
ER,499,0.0019440051547327507
BA,0,0.027501781573554027
BA,1,0.01178773602955152
BA,2,0.0076883118829677265
BA,3,0.015473647544316462
BA,4,0.012786258145770111
BA,5,0.002768829187380754
BA,6,0.009086263915438214
BA,7,0.015219866967994928
BA,8,0.013001180346501513
BA,9,0.00303371686699456
BA,10,0.0045039487914345895
BA,11,0.011538397227477714
BA,12,0.00396748574318123
BA,13,0.004684635219955423
BA,14,0.011841977922217485
BA,15,0.007301910121160295
BA,16,0.0016984695174953822
BA,17,0.003945691994742839
BA,18,0.00309285426113125
BA,19,0.0038543421863896604
BA,20,0.002815640151827841
BA,21,0.007201161272765721
BA,22,0.0024644873230206415
BA,23,0.002792994727419033
BA,24,0.005696166378997133
BA,25,0.004000127460222187
BA,26,0.0035232574064266433
BA,27,0.0016409597279289747
BA,28,0.003108651561144006
BA,29,0.005169832945492784
BA,30,0.0031248224877189566
BA,31,0.0019894077223124402
BA,32,0.0031612497966503
BA,33,0.0045963202760909315
BA,34,0.0016536563619744006
BA,35,0.004882939331010801
BA,36,0.004671634481444759
BA,37,0.0029200453372972674
BA,38,0.00220867679348407
BA,39,0.001662636409529424
BA,40,0.0044952501580433155
BA,41,0.0013434541034988336
BA,42,0.0028312448161643194
BA,43,0.002512887527150275
BA,44,0.005571535389327849
BA,45,0.003413126575378383
BA,46,0.0034346692571068137
BA,47,0.0034804778372904866
BA,48,0.002254387420762079
BA,49,0.002623172637957742
BA,50,0.002759829813439975
BA,51,0.0010746994188725722
BA,52,0.004087097373455321
BA,53,0.002842995423569454
BA,54,0.0013431872278918651
BA,55,0.009115633769438174
BA,56,0.0013602662698514341
BA,57,0.002266218818389345
BA,58,0.0028593368870856086
BA,59,0.002035517629238803
BA,60,0.0038039359288530054
BA,61,0.0031684640685731994
BA,62,0.001067850165540553
BA,63,0.0026225651194598408
BA,64,0.002012167644103541
BA,65,0.0016670189144400629
BA,66,0.0032111198033088818
BA,67,0.0022655103020818926
BA,68,0.0015922259466567938
BA,69,0.004443539021839549
BA,70,0.004090736149075341
BA,71,0.001076637052363641
BA,72,0.0020113942864935313
BA,73,0.001971826932962959
BA,74,0.0020000006286311797
BA,75,0.0035479575684781283
BA,76,0.002233535451664091
BA,77,0.002575219812667756
BA,78,0.002870244450684537
BA,79,0.0029532712303110744
BA,80,0.0022845333651990594
BA,81,0.0017117056488265953
BA,82,0.0010487869071107503
BA,83,0.0016953112069635805
BA,84,0.0022616213323347154
BA,85,0.00228725188429873
BA,86,0.0013789381292717649
BA,87,0.002597002170771002
BA,88,0.002613245852612144
BA,89,0.0010547295277574115
BA,90,0.002626205494765191
BA,91,0.0017130627067659054
BA,92,0.0019318826324566576
BA,93,0.006233751522384982
BA,94,0.0043370658216391
BA,95,0.0020067307112916796
BA,96,0.0025619035238787897
BA,97,0.0025486683568477246
BA,98,0.0023502926706176954
BA,99,0.002292136623147208
BA,100,0.002982310313574186
BA,101,0.001977207156298815
BA,102,0.0017113017623289631
BA,103,0.0020063875677266488
BA,104,0.0033064934752533564
BA,105,0.0026597724878142217
BA,106,0.0023893527062800964
BA,107,0.002278573506687833
BA,108,0.0010764297557681421
BA,109,0.001677016085530893
BA,110,0.001651105610584613
BA,111,0.0019696541023247454
BA,112,0.0013606904463756208
BA,113,0.002870133924163285
BA,114,0.002305935378048578
BA,115,0.002008436104285359
BA,116,0.0026850545102764
BA,117,0.001734613648408267
BA,118,0.0010875896002155816
BA,119,0.003512578538404349
BA,120,0.002659355372579151
BA,121,0.002003294046412047
BA,122,0.001421561317055776
BA,123,0.0010708448429170444
BA,124,0.0019999693863030797
BA,125,0.0019846809309841257
BA,126,0.0010714556065503722
BA,127,0.0029511947982191694
BA,128,0.001360305053245755
BA,129,0.001712911924127848
BA,130,0.0013639656900776083
BA,131,0.0029339460672289843
BA,132,0.0013577086613969684
BA,133,0.001377195835729642
BA,134,0.0036162361837113483
BA,135,0.001955565166593987
BA,136,0.0011073874651379694
BA,137,0.0023480874856264926
BA,138,0.003241554295353288
BA,139,0.0017266720710456518
BA,140,0.002043847547051454
BA,141,0.0010516518874968586
BA,142,0.0010979195764179005
BA,143,0.0020186090216978256
BA,144,0.001129165251975977
BA,145,0.002335332304183328
BA,146,0.0014495681227301449
BA,147,0.0019646502571317465
BA,148,0.0017032747741447807
BA,149,0.002017465453091835
BA,150,0.0026639920247776222
BA,151,0.0020136486229482514
BA,152,0.0017203707890482854
BA,153,0.001098527708814678
BA,154,0.0014532943099422862
BA,155,0.0035652514489769643
BA,156,0.0017721147560548804
BA,157,0.0017575317939726354
BA,158,0.0014050340402855862
BA,159,0.0019998046013984336
BA,160,0.004144841503611224
BA,161,0.002668179547575913
BA,162,0.002016082005679036
BA,163,0.0029349380818104883
BA,164,0.0020422906089164776
BA,165,0.0010652615374891331
BA,166,0.0010997923826512501
BA,167,0.0018070311698719773
BA,168,0.0023492839874499636
BA,169,0.00241162740709295
BA,170,0.0023166164512282363
BA,171,0.0011002202004958615
BA,172,0.0016930562907210899
BA,173,0.0010946416184261583
BA,174,0.0014172808885575074
BA,175,0.0010888470810172242
BA,176,0.0011209241586292316
BA,177,0.0014447667607052344
BA,178,0.0017170016082301463
BA,179,0.002408432489646224
BA,180,0.0014786817102192978
BA,181,0.0011369801173892555
BA,182,0.001792495787630865
BA,183,0.0013754931439902062
BA,184,0.0017716299622795948
BA,185,0.0016505075135816098
BA,186,0.001125486140608955
BA,187,0.0013909000447156806
BA,188,0.0017285191327203072
BA,189,0.0017092358504075499
BA,190,0.00233480167339305
BA,191,0.003001075906824859
BA,192,0.0019854988627024672
BA,193,0.0011387352871109725
BA,194,0.0017066754360213021
BA,195,0.0010937134708693043
BA,196,0.001372084657361602
BA,197,0.001401153850285093
BA,198,0.003278407666250771
BA,199,0.0014663099812576318
BA,200,0.0013881657319291221
BA,201,0.0011033397376276422
BA,202,0.0014028915723868784
BA,203,0.0014323785909025766
BA,204,0.0014145986132801643
BA,205,0.0020233237759512985
BA,206,0.001418086860209195
BA,207,0.0017578952579945064
BA,208,0.001719564476262901
BA,209,0.0014251570633533855
BA,210,0.0011048385364776012
BA,211,0.0011043434192293592
BA,212,0.0018056629413524124
BA,213,0.0014387044532898857
BA,214,0.0011574777414380464
BA,215,0.0014492046710465045
BA,216,0.0017774060263979802
BA,217,0.0011407231955475423
BA,218,0.0014153920686496774
BA,219,0.001443100366644186
BA,220,0.0010798636143549167
BA,221,0.0017397886530428612
BA,222,0.0014365569182775997
BA,223,0.0020186097671686582
BA,224,0.001127204838185367
BA,225,0.001415362055411071
BA,226,0.0010964267795666117
BA,227,0.0017377018702036963
BA,228,0.002359038990592757
BA,229,0.0017087656933871347
BA,230,0.0013920499839483887
BA,231,0.0010941471658820333
BA,232,0.0011371046114649005
BA,233,0.001406644239879284
BA,234,0.001125878409764925
BA,235,0.0017423473369975054
BA,236,0.0014612450534251427
BA,237,0.003000749795810225
BA,238,0.0010611005093483423
BA,239,0.0036546177099365785
BA,240,0.001444931768669929
BA,241,0.0021021204744319432
BA,242,0.001451388363756316
BA,243,0.0014234415400178409
BA,244,0.0018015842024311508
BA,245,0.0011281252452402047
BA,246,0.0020297563949887654
BA,247,0.0013751952356414673
BA,248,0.0014997803427870477
BA,249,0.0014851130778320834
BA,250,0.0011088865161523664
BA,251,0.0023431462796988777
BA,252,0.002103321026972819
BA,253,0.0014509283324647395
BA,254,0.0017171757962704515
BA,255,0.001721327281422755
BA,256,0.0014173749080606606
BA,257,0.0020679652886402165
BA,258,0.001443923453153029
BA,259,0.0014501239894315519
BA,260,0.0013805146595872468
BA,261,0.0010950750303282176
BA,262,0.0014382774065135264
BA,263,0.0013884591292442636
BA,264,0.0014061823503623966
BA,265,0.0014836186489560375
BA,266,0.0014245707421061023
BA,267,0.0011670203404823077
BA,268,0.0011504517988270774
BA,269,0.0010832147485555824
BA,270,0.0013990058596969562
BA,271,0.0014805966588733797
BA,272,0.0017950986509306494
BA,273,0.0014266165640152114
BA,274,0.0011400219952365043
BA,275,0.0011779799692380312
BA,276,0.0011434747894090787
BA,277,0.00173375909132445
BA,278,0.001462642972799156
BA,279,0.0011680161880088015
BA,280,0.0023778225642675207
BA,281,0.0014233332938568075
BA,282,0.0023215699856674998
BA,283,0.001160395213652205
BA,284,0.001069893604881159
BA,285,0.002065617819901576
BA,286,0.001117027082572794
BA,287,0.00110555103666938
BA,288,0.0011074207550803826
BA,289,0.00111494708172262
BA,290,0.0015334357494269867
BA,291,0.0014201090855210524
BA,292,0.0010731874873751981
BA,293,0.0011391945694985198
BA,294,0.001452130720706413
BA,295,0.0026584892546045085
BA,296,0.0014446357426889094
BA,297,0.001149020143959631
BA,298,0.0010870870709258989
BA,299,0.0014942553257210696
BA,300,0.0010959971784483987
BA,301,0.0011328080946097481
BA,302,0.0018177707059328727
BA,303,0.00209173652470769
BA,304,0.0021102658822915394
BA,305,0.00172447488103711
BA,306,0.0017748691550703135
BA,307,0.0011111431486738332
BA,308,0.0010973946090259389
BA,309,0.0011753057941644661
BA,310,0.0014361527486090077
BA,311,0.0020654217098107623
BA,312,0.0014151300000833794
BA,313,0.0022895430659422506
BA,314,0.0014833010942780164
BA,315,0.0013791137813886772
BA,316,0.0014188018610750263
BA,317,0.001165098008335476
BA,318,0.0014798278324928817
BA,319,0.0014736815977557244
BA,320,0.0014546402714080537
BA,321,0.001454013815268167
BA,322,0.001768979392076928
BA,323,0.0017655348179762042
BA,324,0.0013989419131438302
BA,325,0.0014216399662623353
BA,326,0.0013871505123580936
BA,327,0.0011812720678440703
BA,328,0.0014396998770234391
BA,329,0.0011255388457840705
BA,330,0.0013958549537916277
BA,331,0.0017847535115209532
BA,332,0.0018036030398237586
BA,333,0.0011398492818456517
BA,334,0.001131776485404063
BA,335,0.0010956810815585753
BA,336,0.001390848967654238
BA,337,0.0013809879206623952
BA,338,0.0011179104998332659
BA,339,0.001152156440487401
BA,340,0.001059665976258538
BA,341,0.0014226923042397583
BA,342,0.0010921707603559069
BA,343,0.0011342732120797941
BA,344,0.0018031284926300324
BA,345,0.0015038299360910243
BA,346,0.0011718643718089455
BA,347,0.0011152062838613833
BA,348,0.002728597484780207
BA,349,0.001101151386405188
BA,350,0.00105477394873054
BA,351,0.0011767468156467782
BA,352,0.0011212714169336242
BA,353,0.0010791326645419705
BA,354,0.0011719016135773815
BA,355,0.0011581261192358438
BA,356,0.0010972372362748934
BA,357,0.001501115927603074
BA,358,0.0010648096110745765
BA,359,0.0011051083815526459
BA,360,0.0011063398602591105
BA,361,0.0010943583628633647
BA,362,0.0011466093801451745
BA,363,0.0011356169382513623
BA,364,0.0017648805401249317
BA,365,0.0011227787777255533
BA,366,0.0011177650703040512
BA,367,0.0010987982765701156
BA,368,0.0014244771321180695
BA,369,0.0013992388341139846
BA,370,0.002140312047964512
BA,371,0.0011764713988902235
BA,372,0.0012046305437087474
BA,373,0.0017527115997680832
BA,374,0.0011243472895321861
BA,375,0.0011102535792526862
BA,376,0.0011483591803260317
BA,377,0.0011351900772984707
BA,378,0.0011629469647748741
BA,379,0.0010676511900210663
BA,380,0.001130853939299579
BA,381,0.001805262546052496
BA,382,0.0011151065784485077
BA,383,0.0011204414818791015
BA,384,0.0014528865559386391
BA,385,0.0011090990350610883
BA,386,0.001110242823469407
BA,387,0.0010897456281834402
BA,388,0.0011484172213091332
BA,389,0.0010649991030229672
BA,390,0.0011088532258916174
BA,391,0.0011532734300553561
BA,392,0.0011736648874081234
BA,393,0.0014196067930289514
BA,394,0.0010925656705341083
BA,395,0.00113229502107379
BA,396,0.001443215895063894
BA,397,0.0014253030156011876
BA,398,0.0011570877446925956
BA,399,0.001140031392461998
BA,400,0.00114990328225084
BA,401,0.0014708245902487831
BA,402,0.0015230534881029844
BA,403,0.0014665241460955522
BA,404,0.001137029934872042
BA,405,0.0011766319002647098
BA,406,0.0010723300436501547
BA,407,0.0010752675224783605
BA,408,0.0014697771749410966
BA,409,0.0017483150313732474
BA,410,0.001129474372709488
BA,411,0.0014942752014832832
BA,412,0.0011420704535632256
BA,413,0.0011367324559705331
BA,414,0.0011479402000072816
BA,415,0.001151187101662953
BA,416,0.0011314019442075574
BA,417,0.0014510627058514638
BA,418,0.0011279037679821316
BA,419,0.0010913727840390665
BA,420,0.001444975827803317
BA,421,0.001458931522872526
BA,422,0.001156184562709378
BA,423,0.0011713284209390429
BA,424,0.0018212912466439226
BA,425,0.001157795353787615
BA,426,0.001127939792643121
BA,427,0.0010883512181172382
BA,428,0.001145248504960579
BA,429,0.0011380018476040722
BA,430,0.0011231941395145112
BA,431,0.0010906632997308011
BA,432,0.0011291235263900619
BA,433,0.0011743674261683761
BA,434,0.001184847293527113
BA,435,0.0010854682114630155
BA,436,0.0011599280857721428
BA,437,0.0011206114683026086
BA,438,0.001490176492976847
BA,439,0.0011833433054339142
BA,440,0.0014920722288665478
BA,441,0.0011290372133212062
BA,442,0.0011027893846626688
BA,443,0.0012226567030270735
BA,444,0.0011506793272820677
BA,445,0.0011497506449746307
BA,446,0.0011099244865528182
BA,447,0.0011207726242520027
BA,448,0.001405167776614728
BA,449,0.0011468156233042507
BA,450,0.0011525872479357015
BA,451,0.0014800865559353304
