model,node,closeness
ER,170,0.37294469357249627
ER,171,0.372110365398956
ER,172,0.3835511145272867
ER,173,0.37660377358490565
ER,174,0.3777441332323997
ER,175,0.40048154093097915
ER,176,0.3853281853281853
ER,177,0.38742236024844723
ER,178,0.38923556942277693
ER,179,0.36530014641288433
ER,180,0.3992
ER,181,0.3823754789272031
ER,182,0.3868217054263566
ER,183,0.3957176843774782
ER,184,0.4080130825838103
ER,185,0.38592420726991494
ER,186,0.37378277153558054
ER,187,0.37378277153558054
ER,188,0.3322237017310253
ER,189,0.4040485829959514
ER,190,0.39824421388667197
ER,191,0.37860394537177544
ER,192,0.38592420726991494
ER,193,0.37155621742367834
ER,194,0.3797564687975647
ER,195,0.3661041819515774
ER,196,0.3671817512877116
ER,197,0.39322301024428685
ER,198,0.391679748822606
ER,199,0.396031746031746
ER,200,0.391679748822606
ER,201,0.300421432871764
ER,202,0.4110378912685338
ER,203,0.37155621742367834
ER,204,0.37547027840481567
ER,205,0.3791793313069909
ER,206,0.3690828402366864
ER,207,0.3666421748714181
ER,208,0.37717309145880573
ER,209,0.37547027840481567
ER,210,0.3494397759103641
ER,211,0.375187969924812
ER,212,0.3757530120481928
ER,213,0.3777441332323997
ER,214,0.36935603256846783
ER,215,0.38592420726991494
ER,216,0.3950910530482977
ER,217,0.370452858203415
ER,218,0.41307947019867547
ER,219,0.3690828402366864
ER,220,0.39446640316205533
ER,221,0.3788914198936978
ER,222,0.3904538341158059
ER,223,0.36745213549337263
ER,224,0.4014481094127112
ER,225,0.3877233877233877
ER,226,0.3853281853281853
ER,227,0.3699036323202372
ER,228,0.3269986893840105
ER,229,0.39384372533543804
ER,230,0.37155621742367834
ER,231,0.39729299363057324
ER,232,0.3941548183254344
ER,233,0.39824421388667197
ER,234,0.4225232853513971
ER,235,0.40209508460918614
ER,236,0.4083469721767594
ER,237,0.38832684824902725
ER,238,0.39291338582677166
ER,239,0.39075959279561473
ER,240,0.36317321688500726
ER,241,0.3853281853281853
ER,242,0.36423357664233574
ER,243,0.3701780415430267
ER,244,0.38473400154202003
ER,245,0.3853281853281853
ER,246,0.38208269525267996
ER,247,0.37547027840481567
ER,248,0.38414164742109314
ER,249,0.3880248833592535
ER,250,0.3757530120481928
ER,251,0.3669117647058823
ER,252,0.39322301024428685
ER,253,0.38592420726991494
ER,254,0.37717309145880573
ER,255,0.37462462462462465
ER,256,0.37378277153558054
ER,257,0.39353312302839116
ER,258,0.3740629685157421
ER,259,0.39729299363057324
ER,260,0.3749060856498873
ER,261,0.38004569687738005
ER,262,0.39729299363057324
ER,263,0.3985623003194888
ER,264,0.3823754789272031
ER,265,0.3823754789272031
ER,266,0.3768882175226586
ER,267,0.3950910530482977
ER,268,0.38473400154202003
ER,269,0.39951961569255406
ER,270,0.35744985673352436
ER,271,0.3613323678493845
ER,272,0.3723880597014925
ER,273,0.39446640316205533
ER,274,0.38984375
ER,275,0.39540412044374007
ER,276,0.3844375963020031
ER,277,0.38592420726991494
ER,278,0.38953942232630756
ER,279,0.3712797619047619
ER,280,0.38414164742109314
ER,281,0.35796269727403157
ER,282,0.3877233877233877
ER,283,0.39824421388667197
ER,284,0.3621190130624093
ER,285,0.3823754789272031
ER,286,0.41583333333333333
ER,287,0.3685376661742984
ER,288,0.375187969924812
ER,289,0.3877233877233877
ER,290,0.3701780415430267
ER,291,0.3963463065925338
ER,292,0.3615942028985507
ER,293,0.3862229102167183
ER,294,0.39106583072100315
ER,295,0.3669117647058823
ER,296,0.3797564687975647
ER,297,0.3886292834890966
ER,298,0.36080983369486624
ER,299,0.40080321285140563
ER,300,0.41171617161716173
ER,301,0.38091603053435114
ER,302,0.3868217054263566
ER,303,0.3922955974842767
ER,304,0.3658357771260997
ER,305,0.3922955974842767
ER,306,0.3877233877233877
ER,307,0.40048154093097915
ER,308,0.36423357664233574
ER,309,0.3615942028985507
ER,310,0.3760361718161266
ER,311,0.3963463065925338
ER,312,0.391987431264729
ER,313,0.3749060856498873
ER,314,0.39322301024428685
ER,315,0.3685376661742984
ER,316,0.372110365398956
ER,317,0.38503086419753085
ER,318,0.38832684824902725
ER,319,0.34919524142757175
ER,320,0.36745213549337263
ER,321,0.38953942232630756
ER,322,0.38384615384615384
ER,323,0.38893219017926733
ER,324,0.42074198988195616
ER,325,0.3835511145272867
ER,326,0.3788914198936978
ER,327,0.3740629685157421
ER,328,0.37294469357249627
ER,329,0.41002465078060807
ER,330,0.378316906747536
ER,331,0.3685376661742984
ER,332,0.3829623944742901
ER,333,0.3880248833592535
ER,334,0.35744985673352436
ER,335,0.39384372533543804
ER,336,0.40274414850686036
ER,337,0.3666421748714181
ER,338,0.3803353658536585
ER,339,0.37100371747211897
ER,340,0.3823754789272031
ER,341,0.38149847094801226
ER,342,0.3768882175226586
ER,343,0.36185641769398114
ER,344,0.3812070282658518
ER,345,0.3788914198936978
ER,346,0.3797564687975647
ER,347,0.3922955974842767
ER,348,0.38503086419753085
ER,349,0.38984375
ER,350,0.3868217054263566
ER,351,0.3671817512877116
ER,352,0.372110365398956
ER,353,0.39353312302839116
ER,354,0.3812070282658518
ER,355,0.3844375963020031
ER,356,0.38592420726991494
ER,357,0.3726661687826736
ER,358,0.39353312302839116
ER,359,0.37322363500373973
ER,360,0.38953942232630756
ER,361,0.36745213549337263
ER,362,0.375187969924812
ER,363,0.35642857142857143
ER,364,0.38923556942277693
ER,365,0.38062547673531655
ER,366,0.3957176843774782
ER,367,0.3844375963020031
ER,368,0.37547027840481567
ER,369,0.38953942232630756
ER,370,0.38592420726991494
ER,371,0.38984375
ER,372,0.36962962962962964
ER,373,0.39446640316205533
ER,374,0.37631975867269984
ER,375,0.39384372533543804
ER,376,0.35770609318996416
ER,377,0.3743435858964741
ER,378,0.3922955974842767
ER,379,0.3886292834890966
ER,380,0.39106583072100315
ER,381,0.3950910530482977
ER,382,0.3623819898329702
ER,383,0.38953942232630756
ER,384,0.41069958847736626
ER,385,0.409688013136289
ER,386,0.36935603256846783
ER,387,0.409688013136289
ER,388,0.39075959279561473
ER,389,0.37183308494783907
ER,390,0.3856259659969088
ER,391,0.3998397435897436
ER,392,0.4040485829959514
ER,393,0.3768882175226586
ER,394,0.39075959279561473
ER,395,0.3856259659969088
ER,396,0.39446640316205533
ER,397,0.3788914198936978
ER,398,0.39951961569255406
ER,399,0.38149847094801226
ER,400,0.3817903596021423
ER,401,0.39951961569255406
ER,402,0.38149847094801226
ER,403,0.3788914198936978
ER,404,0.4147963424771405
ER,405,0.36637298091042586
ER,406,0.3707280832095097
ER,407,0.35744985673352436
ER,408,0.39951961569255406
ER,409,0.3788914198936978
ER,410,0.4076797385620915
ER,411,0.3788914198936978
ER,412,0.38742236024844723
ER,413,0.4110378912685338
ER,414,0.3823754789272031
ER,415,0.3998397435897436
ER,416,0.3862229102167183
ER,417,0.36080983369486624
ER,418,0.36799410029498525
ER,419,0.3877233877233877
ER,420,0.38414164742109314
ER,421,0.4014481094127112
ER,422,0.3788914198936978
ER,423,0.39697692919649963
ER,424,0.37631975867269984
ER,425,0.3877233877233877
ER,426,0.40635179153094464
ER,427,0.38062547673531655
ER,428,0.38266871165644173
ER,429,0.36317321688500726
ER,430,0.4083469721767594
ER,431,0.348463687150838
ER,432,0.3595100864553314
ER,433,0.40901639344262297
ER,434,0.38503086419753085
ER,435,0.40177133655394526
ER,436,0.3777441332323997
ER,437,0.4033953112368634
ER,438,0.3768882175226586
ER,439,0.37155621742367834
ER,440,0.36449963476990505
ER,441,0.39697692919649963
ER,442,0.38004569687738005
ER,443,0.38325652841781876
ER,444,0.3650329188002926
ER,445,0.38923556942277693
ER,446,0.38091603053435114
ER,447,0.38266871165644173
ER,448,0.35140845070422533
ER,449,0.38062547673531655
ER,450,0.40668296658516706
ER,451,0.38832684824902725
ER,452,0.3963463065925338
ER,453,0.3823754789272031
ER,454,0.38062547673531655
ER,455,0.3760361718161266
ER,456,0.40372168284789645
ER,457,0.3998397435897436
ER,458,0.36370262390670555
ER,459,0.3862229102167183
ER,460,0.37294469357249627
ER,461,0.3740629685157421
ER,462,0.36423357664233574
ER,463,0.3844375963020031
ER,464,0.3690828402366864
ER,465,0.3712797619047619
ER,466,0.37631975867269984
ER,467,0.37378277153558054
ER,468,0.3823754789272031
ER,469,0.3740629685157421
ER,470,0.36881005173688103
ER,471,0.3613323678493845
ER,472,0.39106583072100315
ER,473,0.3853281853281853
ER,474,0.36799410029498525
ER,475,0.38923556942277693
ER,476,0.3788914198936978
ER,477,0.3856259659969088
ER,478,0.3592512598992081
ER,479,0.3957176843774782
ER,480,0.38208269525267996
ER,481,0.372110365398956
ER,482,0.3788914198936978
ER,483,0.36556776556776555
ER,484,0.3768882175226586
ER,485,0.3650329188002926
ER,486,0.38149847094801226
ER,487,0.37660377358490565
ER,488,0.38384615384615384
ER,489,0.38592420726991494
ER,490,0.3817903596021423
ER,491,0.4134217067108534
ER,492,0.39014855355746675
ER,493,0.38893219017926733
ER,494,0.3886292834890966
ER,495,0.38893219017926733
ER,496,0.36530014641288433
ER,497,0.39697692919649963
ER,498,0.39106583072100315
ER,499,0.378316906747536
BA,0,0.5102249488752556
BA,1,0.4327840416305291
BA,2,0.40437601296596437
BA,3,0.44914491449144917
BA,4,0.45487693710118504
BA,5,0.3774583963691377
BA,6,0.419327731092437
BA,7,0.447935368043088
BA,8,0.42324003392705684
BA,9,0.3669117647058823
BA,10,0.3868217054263566
BA,11,0.39353312302839116
BA,12,0.38384615384615384
BA,13,0.37631975867269984
BA,14,0.4151414309484193
BA,15,0.3797564687975647
BA,16,0.3671817512877116
BA,17,0.3613323678493845
BA,18,0.35116115411681914
BA,19,0.36556776556776555
BA,20,0.3701780415430267
BA,21,0.39137254901960783
BA,22,0.375187969924812
BA,23,0.38004569687738005
BA,24,0.3723880597014925
BA,25,0.37631975867269984
BA,26,0.35490753911806544
BA,27,0.34061433447098977
BA,28,0.3342263898191561
BA,29,0.3712797619047619
BA,30,0.370452858203415
BA,31,0.3597692862292718
BA,32,0.3496846531184303
BA,33,0.34870719776380155
BA,34,0.37183308494783907
BA,35,0.3458073458073458
BA,36,0.3556664290805417
BA,37,0.3559201141226819
BA,38,0.34797768479776847
BA,39,0.34797768479776847
BA,40,0.3797564687975647
BA,41,0.33134130146082336
BA,42,0.35314932767162066
BA,43,0.3723880597014925
BA,44,0.367722918201916
BA,45,0.35642857142857143
BA,46,0.35415188076650106
BA,47,0.37660377358490565
BA,48,0.364766081871345
BA,49,0.3429553264604811
BA,50,0.3584770114942529
BA,51,0.31032338308457713
BA,52,0.364766081871345
BA,53,0.35770609318996416
BA,54,0.3351242444593687
BA,55,0.37322363500373973
BA,56,0.3474930362116992
BA,57,0.3446132596685083
BA,58,0.3136392206159648
BA,59,0.3621190130624093
BA,60,0.36054913294797686
BA,61,0.3569384835479256
BA,62,0.330026455026455
BA,63,0.3172282263191354
BA,64,0.35390070921985817
BA,65,0.34084699453551914
BA,66,0.3626453488372093
BA,67,0.3551601423487544
BA,68,0.3757530120481928
BA,69,0.3774583963691377
BA,70,0.37155621742367834
BA,71,0.311875
BA,72,0.36317321688500726
BA,73,0.3298083278255122
BA,74,0.30745532963647565
BA,75,0.3136392206159648
BA,76,0.3373901284651792
BA,77,0.3626453488372093
BA,78,0.33400267737617134
BA,79,0.35719398711524697
BA,80,0.347009735744089
BA,81,0.3269986893840105
BA,82,0.33311081441922563
BA,83,0.3107098381070984
BA,84,0.34084699453551914
BA,85,0.34413793103448276
BA,86,0.30024067388688325
BA,87,0.3324450366422385
BA,88,0.32152061855670105
BA,89,0.32276843467011646
BA,90,0.3373901284651792
BA,91,0.33400267737617134
BA,92,0.35873472322070454
BA,93,0.3712797619047619
BA,94,0.3496846531184303
BA,95,0.33580080753701214
BA,96,0.3650329188002926
BA,97,0.35770609318996416
BA,98,0.3070769230769231
BA,99,0.3144297416509137
BA,100,0.3105164903546982
BA,101,0.3295904887714663
BA,102,0.3176320814767664
BA,103,0.32423651721897334
BA,104,0.3112913287585777
BA,105,0.3176320814767664
BA,106,0.30726600985221675
BA,107,0.36449963476990505
BA,108,0.3236057068741894
BA,109,0.34652777777777777
BA,110,0.3613323678493845
BA,111,0.3427197802197802
BA,112,0.36002886002886003
BA,113,0.31168019987507806
BA,114,0.33266666666666667
BA,115,0.3053855569155447
BA,116,0.310130515848353
BA,117,0.3018753781004235
BA,118,0.3427197802197802
BA,119,0.3389945652173913
BA,120,0.30955334987593053
BA,121,0.33876442634080106
BA,122,0.29509166173861623
BA,123,0.35415188076650106
BA,124,0.31383647798742137
BA,125,0.3519040902679831
BA,126,0.3162230671736375
BA,127,0.3110972568578554
BA,128,0.329155672823219
BA,129,0.34895104895104895
BA,130,0.3385345997286296
BA,131,0.324658425504229
BA,132,0.36185641769398114
BA,133,0.32657068062827227
BA,134,0.33134130146082336
BA,135,0.3376184032476319
BA,136,0.2952662721893491
BA,137,0.3282894736842105
BA,138,0.3320026613439787
BA,139,0.3099378881987578
BA,140,0.3050122249388753
BA,141,0.3378469871360867
BA,142,0.31522425773847124
BA,143,0.31265664160401
BA,144,0.2848173515981735
BA,145,0.33266666666666667
BA,146,0.3186462324393359
BA,147,0.34485141672425706
BA,148,0.32423651721897334
BA,149,0.31743002544529264
BA,150,0.31562302340290954
BA,151,0.3494397759103641
BA,152,0.3450899031811895
BA,153,0.34556786703601106
BA,154,0.2977326968973747
BA,155,0.3378469871360867
BA,156,0.30024067388688325
BA,157,0.297910447761194
BA,158,0.31946222791293216
BA,159,0.32529335071707954
BA,160,0.3669117647058823
BA,161,0.3105164903546982
BA,162,0.3315614617940199
BA,163,0.33716216216216216
BA,164,0.30955334987593053
BA,165,0.33090185676392575
BA,166,0.35339943342776203
BA,167,0.27830451756832125
BA,168,0.31925783749200254
BA,169,0.30096501809408926
BA,170,0.31925783749200254
BA,171,0.2911318553092182
BA,172,0.3217279174725983
BA,173,0.3184428844926611
BA,174,0.310130515848353
BA,175,0.329155672823219
BA,176,0.29456906729634
BA,177,0.28465487735310896
BA,178,0.3524011299435028
BA,179,0.30242424242424243
BA,180,0.2864523536165327
BA,181,0.28994770482277743
BA,182,0.2838452787258248
BA,183,0.3302448709463931
BA,184,0.30169286577992743
BA,185,0.36028880866425994
BA,186,0.28514285714285714
BA,187,0.32193548387096776
BA,188,0.31562302340290954
BA,189,0.3434273916035788
BA,190,0.3367071524966262
BA,191,0.3112913287585777
BA,192,0.3701780415430267
BA,193,0.2838452787258248
BA,194,0.35339943342776203
BA,195,0.3420150788211104
BA,196,0.34178082191780823
BA,197,0.3172282263191354
BA,198,0.3162230671736375
BA,199,0.27614831211953517
BA,200,0.35465529495380244
BA,201,0.2933568489124045
BA,202,0.30334346504559273
BA,203,0.30651105651105653
BA,204,0.31562302340290954
BA,205,0.32571801566579633
BA,206,0.29934013197360526
BA,207,0.30916976456009915
BA,208,0.32657068062827227
BA,209,0.31168019987507806
BA,210,0.34485141672425706
BA,211,0.30371272063298843
BA,212,0.2943952802359882
BA,213,0.2832009080590238
BA,214,0.2798653954010095
BA,215,0.30078360458107295
BA,216,0.29826658696951586
BA,217,0.2877739331026528
BA,218,0.2980884109916368
BA,219,0.29130180969060127
BA,220,0.3509142053445851
BA,221,0.3446132596685083
BA,222,0.2897793263646922
BA,223,0.30821494749845585
BA,224,0.29318448883666276
BA,225,0.3078346699568168
BA,226,0.30955334987593053
BA,227,0.29215456674473067
BA,228,0.3385345997286296
BA,229,0.34797768479776847
BA,230,0.3295904887714663
BA,231,0.3085961657390229
BA,232,0.30821494749845585
BA,233,0.3373901284651792
BA,234,0.2892753623188406
BA,235,0.30916976456009915
BA,236,0.29318448883666276
BA,237,0.3196668802049968
BA,238,0.3399182561307902
BA,239,0.31682539682539684
BA,240,0.2832009080590238
BA,241,0.29880239520958085
BA,242,0.32048811817597944
BA,243,0.3429553264604811
BA,244,0.3144297416509137
BA,245,0.29631828978622327
BA,246,0.3166243654822335
BA,247,0.32657068062827227
BA,248,0.279082774049217
BA,249,0.28017967434025826
BA,250,0.29934013197360526
BA,251,0.3324450366422385
BA,252,0.29934013197360526
BA,253,0.29862357869539197
BA,254,0.34652777777777777
BA,255,0.32423651721897334
BA,256,0.31403398363750784
BA,257,0.30955334987593053
BA,258,0.2970238095238095
BA,259,0.2952662721893491
BA,260,0.3172282263191354
BA,261,0.3087871287128713
BA,262,0.30445393532641857
BA,263,0.33266666666666667
BA,264,0.3362533692722372
BA,265,0.2789267747344885
BA,266,0.3107098381070984
BA,267,0.26856835306781485
BA,268,0.3170266836086404
BA,269,0.31383647798742137
BA,270,0.32678454485920105
BA,271,0.2877739331026528
BA,272,0.2838452787258248
BA,273,0.32152061855670105
BA,274,0.28514285714285714
BA,275,0.27493112947658405
BA,276,0.28065241844769406
BA,277,0.32028241335044927
BA,278,0.28065241844769406
BA,279,0.26641751201281366
BA,280,0.3306825712392313
BA,281,0.3453287197231834
BA,282,0.3263570961412688
BA,283,0.2816027088036117
BA,284,0.32937293729372935
BA,285,0.30745532963647565
BA,286,0.30482590103848506
BA,287,0.310130515848353
BA,288,0.30078360458107295
BA,289,0.30169286577992743
BA,290,0.2772222222222222
BA,291,0.3521524347212421
BA,292,0.31542351453855877
BA,293,0.282559456398641
BA,294,0.2881062355658199
BA,295,0.3144297416509137
BA,296,0.3026076409945421
BA,297,0.2731253420908593
BA,298,0.30151057401812686
BA,299,0.2879399884593191
BA,300,0.32069408740359895
BA,301,0.30936143831370116
BA,302,0.2848173515981735
BA,303,0.348463687150838
BA,304,0.2879399884593191
BA,305,0.35042134831460675
BA,306,0.29164231443600236
BA,307,0.31803696622052263
BA,308,0.347009735744089
BA,309,0.28433048433048436
BA,310,0.29631828978622327
BA,311,0.31987179487179485
BA,312,0.3584770114942529
BA,313,0.32764281024294156
BA,314,0.27814938684503904
BA,315,0.32402597402597405
BA,316,0.2956161137440758
BA,317,0.2654255319148936
BA,318,0.31403398363750784
BA,319,0.28860613071139385
BA,320,0.2832009080590238
BA,321,0.2911318553092182
BA,322,0.3114856429463171
BA,323,0.28096846846846846
BA,324,0.34797768479776847
BA,325,0.3112913287585777
BA,326,0.33266666666666667
BA,327,0.2629083245521602
BA,328,0.3178343949044586
BA,329,0.2924970691676436
BA,330,0.3269986893840105
BA,331,0.30651105651105653
BA,332,0.2798653954010095
BA,333,0.2795518207282913
BA,334,0.2977326968973747
BA,335,0.35390070921985817
BA,336,0.31542351453855877
BA,337,0.32444733420026006
BA,338,0.3068880688806888
BA,339,0.2864523536165327
BA,340,0.33090185676392575
BA,341,0.3089783281733746
BA,342,0.32069408740359895
BA,343,0.2867816091954023
BA,344,0.28433048433048436
BA,345,0.311875
BA,346,0.2717864923747277
BA,347,0.34178082191780823
BA,348,0.2970238095238095
BA,349,0.32069408740359895
BA,350,0.3351242444593687
BA,351,0.2738748627881449
BA,352,0.3038976857490865
BA,353,0.3584770114942529
BA,354,0.27523441809156096
BA,355,0.28530588907947396
BA,356,0.32048811817597944
BA,357,0.2769145394006659
BA,358,0.3269986893840105
BA,359,0.30669944683466505
BA,360,0.32048811817597944
BA,361,0.3526501766784452
BA,362,0.2822398190045249
BA,363,0.30334346504559273
BA,364,0.2996996996996997
BA,365,0.3427197802197802
BA,366,0.30279126213592233
BA,367,0.2964943553178847
BA,368,0.3176320814767664
BA,369,0.34822051639916257
BA,370,0.30334346504559273
BA,371,0.2725286728563626
BA,372,0.2692930383162439
BA,373,0.32090032154340836
BA,374,0.3006024096385542
BA,375,0.30132850241545894
BA,376,0.3128526645768025
BA,377,0.298444976076555
BA,378,0.28096846846846846
BA,379,0.35719398711524697
BA,380,0.2977326968973747
BA,381,0.34413793103448276
BA,382,0.3050122249388753
BA,383,0.29318448883666276
BA,384,0.347009735744089
BA,385,0.2995198079231693
BA,386,0.2881062355658199
BA,387,0.30821494749845585
BA,388,0.28112676056338026
BA,389,0.32090032154340836
BA,390,0.31642358909321494
BA,391,0.2889403590040533
BA,392,0.27523441809156096
BA,393,0.34797768479776847
BA,394,0.32276843467011646
BA,395,0.3076448828606658
BA,396,0.31502525252525254
BA,397,0.32235142118863047
BA,398,0.28994770482277743
BA,399,0.30371272063298843
BA,400,0.2924970691676436
BA,401,0.28563251287922153
BA,402,0.269875608436993
BA,403,0.27569060773480664
BA,404,0.28416856492027337
BA,405,0.28827267475447715
BA,406,0.3295904887714663
BA,407,0.3233959818535321
BA,408,0.3063228974831185
BA,409,0.32593076420640105
BA,410,0.2827195467422096
BA,411,0.295441089402013
BA,412,0.28368391131324616
BA,413,0.28711162255466055
BA,414,0.2848173515981735
BA,415,0.2862880091795754
BA,416,0.3186462324393359
BA,417,0.30024067388688325
BA,418,0.3166243654822335
BA,419,0.30297510625379476
BA,420,0.3200769724182168
BA,421,0.2957913455838767
BA,422,0.2804946599213041
BA,423,0.31642358909321494
BA,424,0.28877314814814814
BA,425,0.2598958333333333
BA,426,0.34413793103448276
BA,427,0.3554131054131054
BA,428,0.29352941176470587
BA,429,0.2840068298235629
BA,430,0.3110972568578554
BA,431,0.32297734627831715
BA,432,0.29011627906976745
BA,433,0.2750826901874311
BA,434,0.274326553051127
BA,435,0.3051987767584098
BA,436,0.2838452787258248
BA,437,0.31884984025559104
BA,438,0.29916067146282976
BA,439,0.28065241844769406
BA,440,0.30297510625379476
BA,441,0.3172282263191354
BA,442,0.3136392206159648
BA,443,0.26528442317916
BA,444,0.29631828978622327
BA,445,0.2827195467422096
BA,446,0.2902850494473531
BA,447,0.29318448883666276
BA,448,0.3186462324393359
BA,449,0.3178343949044586
BA,450,0.2832009080590238
BA,451,0.29509166173861623
BA,452,0.34413793103448276
BA,453,0.347009735744089
BA,454,0.2876080691642651
BA,455,0.28744239631336405
BA,456,0.3427197802197802
BA,457,0.3176320814767664
BA,458,0.34154688569472963
BA,459,0.3084054388133498
BA,460,0.2678475577026302
BA,461,0.27523441809156096
BA,462,0.26727370112479915
BA,463,0.3035279805352798
BA,464,0.281443880428652
BA,465,0.3420150788211104
BA,466,0.28711162255466055
BA,467,0.28744239631336405
BA,468,0.2655667908461948
BA,469,0.30651105651105653
BA,470,0.2881062355658199
BA,471,0.3494397759103641
BA,472,0.290454016298021
BA,473,0.3089783281733746
BA,474,0.28465487735310896
BA,475,0.2930123311802701
BA,476,0.3070769230769231
BA,477,0.28514285714285714
BA,478,0.2832009080590238
BA,479,0.2862880091795754
BA,480,0.28002244668911336
BA,481,0.3146279949558638
BA,482,0.30371272063298843
BA,483,0.290454016298021
BA,484,0.28579610538373423
BA,485,0.32402597402597405
BA,486,0.3427197802197802
BA,487,0.3427197802197802
BA,488,0.2848173515981735
BA,489,0.30916976456009915
BA,490,0.28579610538373423
BA,491,0.2772222222222222
BA,492,0.30132850241545894
BA,493,0.30169286577992743
BA,494,0.26500265533722783
BA,495,0.25908618899273106
BA,496,0.2864523536165327
BA,497,0.2840068298235629
BA,498,0.34919524142757175
BA,499,0.2675603217158177
WS,0,0.16778749159381304
WS,1,0.17651220374955784
WS,2,0.1666110183639399
WS,3,0.17112482853223593
WS,4,0.16264667535853977
