node,degree,degree_centrality,closeness_centrality,betweenness_centrality,pagerank,E,O,A,C,N,community
29,18,0.036072144288577156,0.412396694214876,210.94655985431083,0.0016452919355002477,0.3629349571749586,0.1891053678150892,0.3113488106870227,0.3577638639982234,0.6228967488786735,0
30,28,0.056112224448897796,0.43657042869641294,485.4633202914167,0.0023925364004443797,0.7118393493278985,0.5143743761246439,0.3558623959100975,0.686507651922685,0.4966081206810695,0
31,23,0.04609218436873747,0.4309153713298791,315.20222248017575,0.0020065228865007887,0.5076657221788541,0.36294120445081596,0.44627205644064627,0.5538896615642949,0.5488219892048927,0
32,17,0.03406813627254509,0.40016038492381717,181.77897441042543,0.0015878652288934263,0.22218601681239583,0.1635895544711944,0.24424852838963457,0.1398421674985571,0.696777602962769,0
33,21,0.04208416833667335,0.41968040370058873,241.64360529922365,0.0018578385607146844,0.49808824242604877,0.26803673038450665,0.31046985493196344,0.4228476916394199,0.5983590412951693,0
34,29,0.05811623246492986,0.4577981651376147,587.584944643395,0.0024588947195861473,0.81578789590256,0.7442165959208727,0.17687252550536375,0.9597017626270627,0.5296096332546417,0
35,22,0.04408817635270541,0.4250425894378194,320.63785265321627,0.0019403585200137197,0.6234627411013665,0.3470555510548872,0.2797437318124687,0.42630492793506447,0.7203610398158147,0
36,13,0.026052104208416832,0.39540412044374007,110.33510252690925,0.0012778179216424272,0.044434385078779885,0.0,0.3849835437400301,0.05188327149521145,0.6944465716253334,0
37,24,0.04809619238476954,0.4254049445865303,348.0899471201833,0.0020873779469670274,0.6280594052679269,0.4473643563138933,0.270499291226885,0.4892764224068133,0.6013626651582459,0
38,26,0.052104208416833664,0.4339130434782609,434.74737018542965,0.00224586482498868,0.6501160004317944,0.5131979900914587,0.36462007571024785,0.5779147681844934,0.4561854606668486,0
39,24,0.04809619238476954,0.43054357204486626,328.35926603650677,0.0020780516545943865,0.6168930349061501,0.368305529964685,0.3509446242484775,0.5697073423773259,0.4910538236031851,0
40,29,0.05811623246492986,0.4415929203539823,566.8831000353154,0.002473787684761513,0.7817090168094929,0.7700445271112606,0.3488287004201303,0.7791951082072438,0.36928481453233486,0
41,33,0.06613226452905811,0.4565416285452882,628.6328980369884,0.002734748317021354,1.0,0.85719142949799,0.24208415391952764,0.887905727333207,0.32858213179538887,0
42,26,0.052104208416833664,0.4388742304309587,409.1856065683467,0.002225464338323538,0.592792874964812,0.5290669091641415,0.45721646492949636,0.6263554510786584,0.5361393303463902,0
43,27,0.05410821643286573,0.44434550311665183,503.2032759395955,0.0023086635008005276,0.9058527920769163,0.6433808067552612,0.13224911505301212,0.7428753581286184,0.4170998975436919,0
44,27,0.05410821643286573,0.4528130671506352,504.5895110533556,0.0022940171430829884,0.6658311852849037,0.7031189709309497,0.06536706098682428,0.912158949141666,0.5959807314855502,0
45,29,0.05811623246492986,0.4447415329768271,487.91860370246417,0.0024539322952787787,0.8148186010692628,0.6605068940340793,0.27504048131899334,0.7913239123121701,0.44038739748629785,0
46,19,0.03807615230460922,0.409688013136289,221.09068890376946,0.0017218806105905183,0.3034772883378165,0.13398489697627947,0.39259542567793726,0.4305168285561085,0.6881871434248062,0
47,20,0.04008016032064128,0.41792294807370184,254.7911001038817,0.0017952648145659411,0.46682774602080124,0.25230658537143197,0.3432767924928489,0.39781394643059426,0.6843013532053673,0
48,26,0.052104208416833664,0.43580786026200874,449.3012330583366,0.0022447255609440164,0.7079503766123574,0.4771412705209264,0.24847261928307857,0.6944565989762861,0.5281833205327398,0
49,21,0.04208416833667335,0.4290627687016337,302.05812338503796,0.001858625579835857,0.41706331293573173,0.37066031389317156,0.19945296146372407,0.5720047526536254,0.6601191431684438,0
50,21,0.04208416833667335,0.42759211653813195,293.5998059191739,0.0018667378631997515,0.4276907993659653,0.27142443627160256,0.2543119366526075,0.49876820775236486,0.7136589930151342,0
51,21,0.04208416833667335,0.41002465078060807,210.93368108970705,0.0018701268609863007,0.4466851525747137,0.19967425925838292,0.3794137463230679,0.25475432417383476,0.4787724007542826,0
52,23,0.04609218436873747,0.4235993208828523,323.8150133168481,0.0020219825620555287,0.6039948460945249,0.3356801159193879,0.19336641276895078,0.5280798146109236,0.6263884043393968,0
53,25,0.050100200400801605,0.4250425894378194,347.59089233341643,0.0021587186146515493,0.7005503574351727,0.44247337407983267,0.4387414637635051,0.45888363960214557,0.5396831432352311,0
54,15,0.03006012024048096,0.39353312302839116,93.8520516587599,0.0014152535446071421,0.1728840114359151,0.0,0.7037460510178242,0.06489106025087607,0.6249218753056307,0
55,25,0.050100200400801605,0.429801894918174,367.53977062474127,0.002157510558625349,0.7577634967200645,0.4327995150397229,0.38571414592773545,0.5279875189785787,0.5007476044649368,0
56,21,0.04208416833667335,0.4264957264957265,272.60185203454523,0.0018513253651931722,0.41787957276274534,0.30166664964056783,0.34431072983560473,0.5322034147224787,0.5966149619048496,0
57,29,0.05811623246492986,0.44395017793594305,483.7771991265221,0.002444520570923876,0.8154151222128088,0.590362390524573,0.3112199746855031,0.7403391932826472,0.4597329985026633,0
58,32,0.06412825651302605,0.447935368043088,648.9312897330515,0.0026858192435890538,1.0,0.8546029857722124,0.25763652368444756,0.6991127245224966,0.39915352308300606,0
59,20,0.04008016032064128,0.4257679180887372,271.70183319874144,0.001790502642610859,0.4565906820633173,0.2787513670387137,0.12282614300778566,0.48682283107817687,0.7861531618439181,0
60,22,0.04408817635270541,0.42431972789115646,262.7025717228779,0.0019242790356488993,0.5884669874237071,0.21193488292330104,0.26476716921612875,0.45855351906881786,0.6711028421417602,0
61,21,0.04208416833667335,0.41722408026755853,235.45355081903116,0.0018543017725394686,0.44318720469240075,0.25771812723819487,0.40845398308349434,0.39679594955931224,0.5549640984440777,0
62,23,0.04609218436873747,0.42431972789115646,330.4291493132092,0.0020152903078923356,0.5954216030870565,0.3895226785918792,0.30100255599201237,0.48674044926525867,0.4835562324863963,0
63,20,0.04008016032064128,0.4235993208828523,278.9481904205276,0.0017864102879894311,0.41382818322427883,0.2839749314895084,0.22031884498759505,0.38234973770604674,0.7715667373299745,0
64,24,0.04809619238476954,0.4312878133102852,331.57119541217804,0.00207984677107247,0.5849715831228396,0.4752712865596774,0.4447934288209337,0.6076667064471882,0.5526306251547282,0
65,23,0.04609218436873747,0.4361888111888112,355.9255948237823,0.002003495337888359,0.5844316639133084,0.3948665711900343,0.1097400355031165,0.5828222892028776,0.6433368483252879,0
66,20,0.04008016032064128,0.4154870940882598,254.13541151407648,0.0018032208966354331,0.44604403989611047,0.30191714189873176,0.30314167688764865,0.3873441073383769,0.6788549960365458,0
67,27,0.05410821643286573,0.43733567046450483,409.54340563714544,0.002301940192145294,0.7160727558922555,0.5309675179231566,0.3792843831271173,0.6248281034822981,0.5035296510388217,0
68,24,0.04809619238476954,0.42832618025751074,372.1789221658943,0.0021018579672107606,0.6778824571312119,0.5742201337668801,0.2331480651463748,0.5446621831340396,0.5393985910347928,0
69,23,0.04609218436873747,0.4246808510638298,308.1135272807544,0.0020227620621169826,0.5875199042110305,0.39417810787534263,0.26707953736870604,0.5364065822836408,0.5514369309182573,0
70,19,0.03807615230460922,0.4228813559322034,224.43943371703133,0.001696365479471625,0.3048835864744748,0.22180307063907162,0.15676361286127394,0.4442509642380097,0.7046116386833298,0
71,24,0.04809619238476954,0.4225232853513971,312.3956931532092,0.0020908344367703696,0.5685524222774023,0.29001794045525187,0.5522164269725753,0.5431699963223025,0.42777014465438484,0
72,31,0.06212424849699399,0.4475336322869955,558.7596468657374,0.0025992689652339133,0.9367273572793005,0.7505578059438237,0.35658384651618913,0.896185723958226,0.4015173127576462,0
73,19,0.03807615230460922,0.4083469721767594,199.53201010263686,0.0017219079862542499,0.3083292954501283,0.16421762027255132,0.25948166028626307,0.29539977596472955,0.6525123620497063,0
74,26,0.052104208416833664,0.42324003392705684,300.75066977710685,0.0022216334743513145,0.6914529823174992,0.33021798011422926,0.4316953361799612,0.4927914241301282,0.5402960175713026,0
75,25,0.050100200400801605,0.4331597222222222,451.7478093751565,0.002184129970411353,0.645605160368012,0.5625130284295707,0.22302390647791853,0.6567491317596794,0.6420279906158756,0
76,22,0.04408817635270541,0.4268605645851155,285.6916459300433,0.0019333792795541936,0.5581453318068879,0.30543741588005746,0.42465439649564046,0.49337190443591267,0.49432647621890746,0
77,20,0.04008016032064128,0.4151414309484193,231.33549218872486,0.0017931395189184078,0.375367302080715,0.2605959110319367,0.4095122527982321,0.45125352559806675,0.5461656431495948,0
78,23,0.04609218436873747,0.4309153713298791,371.5830314761335,0.002036467144152703,0.5736445113816651,0.43248756825540946,0.07583506010301755,0.5679622114977697,0.6826763151570074,0
79,18,0.036072144288577156,0.42038753159224934,238.84981671670133,0.0016421291930228397,0.26718201301944344,0.25642128427237004,0.27977486386520667,0.35621209620660754,0.6266197458924628,0
80,28,0.056112224448897796,0.4447415329768271,493.0599265069777,0.0023910658945881075,0.7944798822665963,0.5716695443711669,0.3332775596545402,0.7708144149225558,0.42456080934140744,0
81,24,0.04809619238476954,0.4350479511769834,365.54920560255107,0.0020787196560998933,0.5892585500955445,0.5328247370504721,0.3099094788956157,0.6788004436431059,0.5545528920642915,0
82,31,0.06212424849699399,0.44954954954954957,570.9010232105827,0.0026005887506156027,0.8327442477125943,0.813048656101297,0.4007236984986095,0.8633939175856035,0.4068322106194255,0
83,26,0.052104208416833664,0.43203463203463205,391.81190552878655,0.0022379073078301255,0.71132519220766,0.4912300199679182,0.35925251056843693,0.6487747419309352,0.4837016938832412,0
84,17,0.03406813627254509,0.41036184210526316,183.19020451834743,0.0015691040554879738,0.17310517979380685,0.16180804887277095,0.19476923988934755,0.23032340477247326,0.8439555816788439,0
85,24,0.04809619238476954,0.43810359964881473,366.529874218334,0.002080461903423364,0.7105570890111874,0.38520186749904195,0.2631456827547624,0.6688087640789717,0.6013313867746788,0
86,19,0.03807615230460922,0.41652754590984975,233.17506695823377,0.001725535976899596,0.33546729565854194,0.24010561001640107,0.24080499826130464,0.4013851555388122,0.7155663623999513,0
87,20,0.04008016032064128,0.4214527027027027,268.40721210355605,0.0017885458453152055,0.39190095901118793,0.24606603500638152,0.19049133062029064,0.38993216381735535,0.75107575727634,0
88,25,0.050100200400801605,0.43657042869641294,412.4651113990839,0.0021470794597370523,0.5333324447019823,0.5216812789835312,0.21393899099852876,0.6239268908985303,0.5226504579987252,0
89,27,0.05410821643286573,0.437719298245614,441.41446017901654,0.0023201864668335958,0.6937272556405685,0.6144848964583906,0.33782294595763485,0.6118599446536566,0.4329612376403568,0
90,32,0.06412825651302605,0.45487693710118504,574.8441446079602,0.002658673168046592,1.0,0.8483953591789642,0.44761821448814076,0.8022961543209416,0.3685416628225697,0
91,26,0.052104208416833664,0.4361888111888112,401.2681379790144,0.002221195575983697,0.6275508912602953,0.520246322908037,0.20708603536844253,0.6616966640410763,0.49586788067954285,0
92,29,0.05811623246492986,0.44081272084805656,501.34067830320424,0.002462248079221972,0.8290488116852303,0.6013358489329304,0.2732270488564025,0.6622938374041268,0.4603095160072972,0
93,31,0.06212424849699399,0.4455357142857143,566.6815158603798,0.002608918546762753,0.8899090877730542,0.8688023079103393,0.341053496613028,0.6744163297723933,0.4004138318497894,0
94,20,0.04008016032064128,0.42216582064297803,278.85667943327013,0.001793987725449346,0.47877541361603804,0.2811718739433394,0.20469972061202477,0.4487611982629492,0.7544129033888964,0
95,19,0.03807615230460922,0.4186241610738255,219.54111499979055,0.0017097580664051652,0.4148970555152899,0.280115383005356,0.3977073286284039,0.39924093706706604,0.5418758378159699,0
96,30,0.06012024048096192,0.4475336322869955,594.9487245811255,0.002549217796438043,0.855279599680851,0.8239852359581386,0.19940235935174933,0.8376887240825972,0.5432785382589558,0
97,17,0.03406813627254509,0.4040485829959514,135.95092442479114,0.001562562912531102,0.21815480806102525,0.06306073451332359,0.7510513659495008,0.22989570395178052,0.4133947635836772,0
98,24,0.04809619238476954,0.43733567046450483,366.6602662803215,0.0020801420865869183,0.6443008578814495,0.4541708566838127,0.15667976591919158,0.6587276143827181,0.7356842636457561,0
99,15,0.03006012024048096,0.39666136724960255,137.5868629473499,0.0014296782247455253,0.11965074041988068,0.08186899172340575,0.40864858274243654,0.16001261033669673,0.7149802179522906,0
100,21,0.04208416833667335,0.4268605645851155,265.6108741414769,0.0018496465049107932,0.4999944137725514,0.2941288622604965,0.3064812251375992,0.5362344867367288,0.6950464452505175,0
101,22,0.04408817635270541,0.42216582064297803,254.79810853942533,0.0019232060926979524,0.4826477481275011,0.29549796535913736,0.407379907378345,0.4849409857439041,0.6075524074374644,0
102,28,0.056112224448897796,0.44316163410301956,492.9130464163257,0.0023834239367844737,0.7964605419144068,0.6315755454723733,0.4288959732099746,0.7514617581061678,0.4904799470615361,0
103,13,0.026052104208416832,0.40112540192926044,104.11717816593668,0.0012589947589192825,0.1014197967814982,0.05335374654858141,0.3707091656531375,0.21299415608222003,0.7865614516802328,0
104,23,0.04609218436873747,0.43429068755439515,350.50846432191685,0.0020084622312088658,0.570995320799344,0.41177166704701046,0.3303981194789769,0.6188390462555242,0.5442380493578034,0
105,23,0.04609218436873747,0.4214527027027027,272.6406240650135,0.002007794288881942,0.552383494495823,0.41290802523454706,0.37783402324424764,0.433325156703626,0.4900741974859604,0
106,23,0.04609218436873747,0.42869415807560135,367.56696569111807,0.002024726446206932,0.5686945611083538,0.44413068955256085,0.211110281040922,0.5385013642240247,0.7055653497619615,0
107,18,0.036072144288577156,0.4147963424771405,208.34325233262464,0.001634830918412895,0.24582820290455837,0.21064497288085277,0.3651136925450719,0.367589396250648,0.7215856876195589,0
108,26,0.052104208416833664,0.4419840566873339,436.28404938630786,0.002233494843522942,0.6685077391913357,0.6031174523469566,0.3072715936742871,0.7409241085590563,0.5381842142771138,0
109,17,0.03406813627254509,0.41002465078060807,202.3241472125946,0.0015779124467055021,0.2753204806384603,0.23340735525125444,0.10090852194154151,0.2209462481829806,0.7989968440298378,0
110,26,0.052104208416833664,0.4419840566873339,489.13901247131054,0.002245602894119489,0.7146172541202428,0.6761945205599958,0.17574733472139134,0.7173571773247859,0.5192199747763608,0
111,28,0.056112224448897796,0.43580786026200874,467.6630283234404,0.0023878234455108134,0.7890412468373976,0.6181492385576194,0.2485238127935551,0.6057311029108698,0.5148710890445038,0
112,21,0.04208416833667335,0.4264957264957265,296.7141718754889,0.001866166436034405,0.44853638637811416,0.290750223733304,0.21187727289154684,0.5627445109782978,0.5522736928477685,0
113,21,0.04208416833667335,0.4312878133102852,296.0084856792131,0.0018535219683329786,0.47682777216601085,0.3448048234231167,0.21858243850319148,0.516642929424026,0.6168679282690593,0
114,28,0.056112224448897796,0.447935368043088,558.4869879724246,0.002397263880595026,0.7881071503727604,0.6917348579219693,0.10588117310520327,0.8649108921385659,0.4920091962336703,0
115,27,0.05410821643286573,0.4309153713298791,427.959707131784,0.002324808584938422,0.7429752072362141,0.4270374639138865,0.3525930519434747,0.6176854875225141,0.5205150111638407,0
116,15,0.03006012024048096,0.40306946688206785,155.48599128320146,0.0014216146795201139,0.14444870514618285,0.06970018963371295,0.08658651767000321,0.20736171271482437,0.8443590398734488,0
117,22,0.04408817635270541,0.43203463203463205,357.59141827928835,0.001950047666249979,0.4341000289984155,0.47161105149625215,0.19686187246557774,0.6063067994080282,0.5826756238252553,0
118,26,0.052104208416833664,0.42869415807560135,451.3287775048246,0.002273614125795876,0.6538428416709886,0.5680445034910461,0.2849087740045628,0.4983399841997874,0.4721373314665204,0
119,25,0.050100200400801605,0.4294320137693632,410.2394498194439,0.002164919755421515,0.5603373486907776,0.5212938597788803,0.2813422398192766,0.5356883114127704,0.7244919324892296,0
120,28,0.056112224448897796,0.4467323187108326,455.51493738318186,0.002370671075355554,0.8479668384477075,0.6541594500154073,0.38646608507876273,0.8075241446393117,0.3739129719327949,0
121,21,0.04208416833667335,0.4309153713298791,305.7068023389748,0.0018583307292366106,0.44376874092304547,0.3299369632280819,0.18550354651029413,0.5822031980914593,0.7278261661463883,0
122,22,0.04408817635270541,0.42180896027049875,290.58717098450313,0.001944604992676211,0.5035900038734712,0.21536211331078514,0.2616357362162499,0.45153835801482634,0.6248363719264334,0
123,25,0.050100200400801605,0.42431972789115646,314.50492845636523,0.0021627774423766642,0.5951553397375645,0.32924617221383295,0.44905622853347993,0.4939115857355489,0.5956158824781483,0
124,22,0.04408817635270541,0.4214527027027027,262.36395533481965,0.001928410031886138,0.5267523058950901,0.324875393941755,0.28375296918950166,0.5129678055479436,0.5378680584312293,0
125,24,0.04809619238476954,0.43580786026200874,357.48225586912207,0.0020869081617597963,0.559424705843816,0.37894903653760637,0.4775043877939003,0.6156550343843489,0.4227220095002102,1
126,21,0.04208416833667335,0.43054357204486626,313.42701631023016,0.001862979165168463,0.470263188105776,0.27377733579991126,0.24449252499677523,0.6243434457616096,0.6239883239188095,1
127,28,0.056112224448897796,0.447935368043088,546.4960993064457,0.002395649756248044,0.7515700579191672,0.709097140910804,0.11241204308241459,0.791124101027143,0.5194291896831362,1
128,15,0.03006012024048096,0.40112540192926044,162.3787491301521,0.001432145818276511,0.15885101859758977,0.0834139048490614,0.09183450687319933,0.18688328280054886,0.7614641885072612,1
129,28,0.056112224448897796,0.4519927536231884,538.0095854008281,0.0023804558717957303,0.7839554711969189,0.681624341770174,0.3359182454113387,0.9085662409908016,0.4943222008891593,1
130,22,0.04408817635270541,0.4254049445865303,306.3131852276456,0.001950021813053207,0.499506290939416,0.33292651054228,0.23851721902709844,0.5001404782175126,0.5235538578721104,1
131,22,0.04408817635270541,0.4210970464135021,322.8291373978733,0.0019491535904243918,0.5186372758300676,0.4362093667460098,0.2766102492183688,0.5412670261818592,0.6543739675153849,1
132,20,0.04008016032064128,0.4151414309484193,262.32545822224813,0.0018109674289657634,0.37702250143634675,0.20470903064723917,0.2964825577840299,0.36355070308975607,0.7131507998000521,1
133,23,0.04609218436873747,0.4272260273972603,356.31938771576114,0.002023716688472978,0.5632715489347954,0.5291680498446214,0.37868097028492076,0.5076826674083982,0.46124424518016216,1
134,30,0.06012024048096192,0.44316163410301956,479.46969445102985,0.0025262950429464854,0.8758163920795146,0.7027962654813878,0.45846761890167875,0.7722347402501493,0.2927421867048811,1
135,21,0.04208416833667335,0.4239592183517417,340.1362672603283,0.0018836921570709814,0.46543393336692007,0.42795447293348715,0.07414920619602498,0.531023317189513,0.7262680726998153,1
136,21,0.04208416833667335,0.42003367003367004,293.2668766522174,0.001877476624509949,0.38026920644027484,0.35445185476568014,0.2597138260312468,0.4310143709183117,0.6756917863255488,1
137,20,0.04008016032064128,0.41376451077943616,227.4757669607139,0.0017960796613419971,0.3801698271724782,0.2381182641213672,0.37745065580523124,0.3671637831590182,0.5361319185927074,1
138,14,0.028056112224448898,0.40048154093097915,119.7477640892902,0.001339540333572873,0.14252316730595102,0.08989619934426357,0.3804720541585944,0.1448340442386032,0.8196486477236249,1
139,21,0.04208416833667335,0.4154870940882598,250.01556126932118,0.0018822203406187576,0.4698045688773888,0.26334995503528674,0.33521043176810056,0.37983406712662643,0.6313785083080532,1
140,24,0.04809619238476954,0.4272260273972603,358.77514126218165,0.0021017408887299485,0.5709552450850278,0.40787094234060084,0.47822196244524434,0.48858882892954814,0.42227742137635793,1
141,18,0.036072144288577156,0.4056910569105691,201.50702440154967,0.0016624756344916982,0.2606649961047878,0.16336085905716424,0.42779629363279414,0.20667905881641177,0.7211976497735365,1
142,23,0.04609218436873747,0.4324090121317158,313.48416625693443,0.002004897017745543,0.5047344852428312,0.31614250244767006,0.3800760400954433,0.5695686757829131,0.7025509052381326,1
143,32,0.06412825651302605,0.44434550311665183,605.0115815512811,0.0026907803809542935,0.9047391148925343,0.7659675843712187,0.3611333578477096,0.755482217167297,0.2946355667695633,1
144,26,0.052104208416833664,0.43657042869641294,394.5262744030888,0.0022357628477019647,0.6803281485006148,0.5022318422714864,0.3763594721590422,0.6634846790139115,0.4565450977809095,1
145,18,0.036072144288577156,0.41652754590984975,235.00384521087972,0.0016420550310587484,0.29546986347713916,0.2550098721358961,0.13654924251651634,0.4367452466237758,0.7266606471627342,1
146,17,0.03406813627254509,0.412056151940545,177.0320063934794,0.001555822853031197,0.3211377966461528,0.1209900637796103,0.37416651413678514,0.34623526217013173,0.7363011485687074,1
147,20,0.04008016032064128,0.41376451077943616,202.405260868134,0.0017857496630453139,0.34933933147913954,0.16235680916593812,0.5066047933145946,0.3442954763597164,0.5776539725097031,1
148,25,0.050100200400801605,0.4327840416305291,410.99317304114606,0.002169510802246465,0.6824707839004016,0.5262960942172805,0.3124565618955917,0.6672803144499118,0.5460317287622525,1
149,16,0.03206412825651302,0.4014481094127112,149.04642348752813,0.0015036878588103148,0.2582954183005327,0.06518304681935838,0.18502554807435473,0.1446304912660369,0.8494569326691787,1
150,21,0.04208416833667335,0.4073469387755102,225.10610840138114,0.0018824273502028735,0.45320748958982465,0.2681587700187809,0.3679047722593598,0.24791266224738803,0.6047558846852317,1
151,28,0.056112224448897796,0.44395017793594305,504.5340597453594,0.0023856313998399784,0.7649409179990257,0.5815645547400765,0.33697425028137057,0.8469761133066606,0.48164099395484494,1
152,21,0.04208416833667335,0.4228813559322034,315.20869849325214,0.0018796339453873805,0.5096065070849634,0.3558972301049609,0.07233521658270071,0.48762480084741305,0.8134393799908778,1
153,22,0.04408817635270541,0.43203463203463205,338.613641033798,0.0019445866694387628,0.5494978813232563,0.30367184083654314,0.30444763447417195,0.5794248735965468,0.6339238599098497,1
154,22,0.04408817635270541,0.42431972789115646,299.52477098304576,0.0019303909177279012,0.4248415613934231,0.37585458944263545,0.305475155354625,0.48079491121611384,0.6252264986764162,1
155,16,0.03206412825651302,0.40602115541090317,162.55633914836517,0.001494146943997189,0.27983524667104576,0.1945720098944516,0.28008246677758397,0.28477600371406697,0.7652295228581161,1
156,24,0.04809619238476954,0.4309153713298791,407.4941061248065,0.0021039116606115164,0.5323733684347901,0.5330283170858751,0.1694231685072696,0.6437303167349145,0.6255950870033303,1
157,23,0.04609218436873747,0.4186241610738255,242.39741546269653,0.0020057821060140753,0.5854426746381729,0.18571171936791409,0.7352626488842722,0.37794984244999447,0.3630633022229896,1
158,24,0.04809619238476954,0.44081272084805656,389.37781385068047,0.002086353699494339,0.593779449833619,0.5042595096679963,0.31843137857396453,0.6950594132504693,0.5436541104705593,1
159,23,0.04609218436873747,0.4294320137693632,329.2816146028655,0.0020162605160281848,0.507854468028265,0.3676789780871662,0.4585783085236543,0.5184523042850391,0.46845307225057675,1
160,33,0.06613226452905811,0.4467323187108326,630.5989631487935,0.0027601158531814418,0.9014692838296902,0.8472018125844476,0.4204181608826858,0.8476820364737498,0.37595513511594447,1
